162277, -123, 4331, 826, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171163, -11, 4056, 571, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171199, -27, 4066, 600, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171242, -39, 4071, 564, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171286, 12, 4053, 567, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171329, -27, 4086, 556, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171373, -8, 4059, 582, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171417, -16, 4070, 579, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171460, 9, 4080, 567, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171504, 10, 4064, 552, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171547, 15, 4060, 566, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171591, -23, 4074, 559, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171635, -13, 4077, 563, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171669, 5, 4052, 560, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171703, 14, 4058, 552, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171737, -11, 4083, 543, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171772, -17, 4064, 556, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171806, 3, 4055, 572, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171840, -1, 4061, 533, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171875, 27, 4065, 562, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171909, -14, 4091, 532, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171943, 25, 4051, 573, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
171978, 24, 4059, 560, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172021, -7, 4062, 580, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172064, -3, 4076, 583, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172107, -3, 4040, 570, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172151, -1, 4080, 570, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172194, -15, 4063, 572, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172237, 1, 4061, 568, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172280, 7, 4089, 586, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172324, 25, 4068, 567, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172367, -9, 4063, 572, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172410, -13, 4057, 586, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172454, 27, 4056, 575, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172487, 24, 4059, 546, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172521, 20, 4078, 565, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172555, -26, 4073, 591, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172589, 5, 4092, 580, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172623, 11, 4081, 571, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172656, -26, 4086, 584, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172690, 8, 4038, 574, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172724, 0, 4095, 585, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172758, -27, 4047, 585, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172792, -3, 4062, 582, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172839, 11, 4096, 565, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172886, 7, 4070, 571, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172933, 3, 4064, 593, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
172981, -32, 4085, 573, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173028, 0, 4062, 591, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173075, 0, 4082, 551, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173123, -19, 4077, 569, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173170, -7, 4054, 598, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173217, 14, 4072, 571, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173265, 8, 4083, 539, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173295, -12, 4071, 560, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173325, -1, 4049, 581, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173355, -31, 4087, 584, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173386, -12, 4056, 571, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173416, 9, 4079, 557, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173446, -6, 4090, 562, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173476, -10, 4080, 571, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173507, -16, 4052, 576, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173537, -28, 4071, 582, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173567, -19, 4050, 547, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173598, -4, 4061, 558, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173637, -48, 4094, 569, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173676, -51, 4036, 600, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173715, -8, 4041, 563, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173755, 18, 4089, 548, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173794, -15, 4075, 590, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173833, -9, 4061, 621, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173873, -31, 4061, 591, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173912, -44, 4076, 600, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173951, -11, 4062, 579, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
173991, -10, 4061, 584, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174028, 2, 4067, 577, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174066, -24, 4070, 599, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174104, -12, 4071, 566, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174142, -30, 4080, 625, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174180, -32, 4075, 557, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174218, 29, 4052, 613, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174256, -13, 4090, 569, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174294, -9, 4059, 602, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174332, 13, 4042, 583, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174370, 15, 4059, 580, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174408, 5, 4085, 592, 97, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174445, -7, 4054, 614, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174483, 4, 4040, 602, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174520, -8, 4075, 593, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174558, -17, 4076, 590, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174595, 7, 4053, 600, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174633, 16, 4069, 593, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174670, -1, 4072, 579, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174708, 6, 4076, 578, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174745, -13, 4068, 578, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174783, -17, 4061, 584, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174825, 8, 4055, 600, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174868, 13, 4099, 595, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174911, -8, 4071, 622, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174954, 6, 4026, 607, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
174997, 17, 4059, 577, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175040, -16, 4102, 542, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175083, -32, 4049, 572, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175126, 25, 4060, 586, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175169, -15, 4115, 558, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175212, -15, 4073, 571, 98, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175246, -4, 4077, 567, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175281, 35, 4069, 545, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175315, -5, 4065, 543, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175350, 10, 4075, 552, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175385, 34, 4085, 545, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175419, 17, 4061, 527, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175454, 28, 4053, 534, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175489, 11, 4112, 535, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175523, 5, 4071, 554, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175558, 22, 4037, 538, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175593, -7, 4064, 517, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175632, 19, 4088, 549, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175671, 12, 4065, 519, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175710, 10, 4054, 564, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175749, -24, 4095, 520, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175789, -15, 4095, 537, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175828, -2, 4059, 529, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175867, -8, 4081, 526, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175906, -5, 4043, 526, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175945, -19, 4086, 538, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
175985, 5, 4116, 528, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176023, 16, 4072, 520, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176061, -2, 4092, 534, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176100, 3, 4076, 523, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176138, -28, 4093, 519, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176177, -10, 4072, 515, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176215, -23, 4039, 526, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176254, -30, 4087, 526, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176292, -12, 4084, 512, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176331, -6, 4075, 533, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176369, -28, 4077, 514, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176408, -28, 4072, 502, 100, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176451, -26, 4063, 514, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176495, -32, 4097, 510, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176539, -21, 4087, 522, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176583, -20, 4072, 533, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176627, -55, 4100, 513, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176670, -18, 4076, 538, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176714, -4, 4095, 492, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176758, -26, 4072, 526, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176802, -36, 4052, 506, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176846, -10, 4080, 509, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176882, -25, 4095, 524, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176919, -6, 4079, 522, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176956, -3, 4062, 523, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
176993, -22, 4082, 517, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177030, -19, 4127, 521, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177067, -15, 4060, 517, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177104, -22, 4102, 500, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177141, -20, 4068, 524, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177178, -14, 4066, 530, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177215, -44, 4096, 534, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177249, -53, 4065, 498, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177283, 6, 4065, 523, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177317, -52, 4126, 518, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177352, -39, 4087, 532, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177386, 6, 4059, 528, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177420, -25, 4090, 493, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177454, -5, 4103, 511, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177489, -1, 4058, 531, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177523, -17, 4063, 542, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177557, -18, 4088, 555, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177592, -26, 4072, 532, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177632, 0, 4076, 534, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177672, -21, 4082, 533, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177712, -42, 4059, 550, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177752, -12, 4054, 547, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177792, 10, 4056, 586, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177832, -36, 4080, 536, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177872, 36, 4053, 548, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177912, -16, 4120, 529, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177952, -43, 4096, 574, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
177993, -18, 4062, 552, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178031, 31, 4097, 553, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178069, 7, 4082, 538, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178107, 19, 4064, 551, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178145, -15, 4094, 577, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178183, -24, 4080, 568, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178222, -23, 4072, 568, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178260, 0, 4054, 566, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178298, -13, 4080, 540, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178336, 3, 4041, 568, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178374, 3, 4068, 559, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178413, -12, 4100, 571, 102, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178451, 4, 4100, 539, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178489, 10, 4049, 583, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178527, -11, 4077, 557, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178565, -37, 4082, 570, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178603, 8, 4034, 577, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178641, 15, 4050, 546, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178679, -17, 4074, 556, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178717, 15, 4070, 576, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178755, 20, 4061, 576, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178794, -21, 4086, 555, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178835, 2, 4052, 574, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178877, 7, 4042, 555, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178919, 13, 4072, 572, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
178960, -3, 4049, 589, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179002, 9, 4069, 604, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179044, -10, 4099, 587, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179085, -7, 4067, 579, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179127, 40, 4081, 572, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179169, 6, 4064, 574, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179211, 7, 4067, 606, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179246, -18, 4038, 617, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179281, 13, 4081, 550, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179316, 61, 4107, 584, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
179351, 7, 4158, 611, 101, 7836e0d2-7527-457c-8cc1-d41a5d124eaf, , berdiri, bersedekap, , 
