59091, 213, 4095, 784, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
66826, -39, 4103, 61, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
66859, -50, 4094, 41, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
66892, -52, 4098, 45, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
66926, -64, 4119, 65, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
66959, -45, 4106, 52, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
66992, -72, 4121, 39, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67026, -65, 4094, 33, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67059, -57, 4104, 31, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67092, -66, 4112, 53, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67126, -41, 4100, 71, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67159, -32, 4115, 55, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67193, -39, 4121, 22, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67232, -65, 4087, 45, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67271, -36, 4083, 57, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67310, -30, 4118, 52, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67350, -43, 4107, 57, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67389, -40, 4103, 45, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67428, -34, 4111, 40, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67468, -38, 4091, 48, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67507, -56, 4120, 31, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67546, -60, 4100, 40, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67586, -64, 4111, 28, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67626, -75, 4116, 29, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67666, -45, 4103, 29, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67706, -66, 4122, 27, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67746, -50, 4106, 40, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67786, -59, 4111, 42, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67826, -51, 4066, 11, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67866, -37, 4118, 51, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67906, -69, 4102, 56, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67946, -57, 4117, 56, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
67986, -32, 4096, 31, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68022, -50, 4084, 44, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68059, -35, 4088, 54, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68096, -32, 4102, 57, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68133, -50, 4105, 52, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68170, -71, 4102, 64, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68206, -57, 4125, 68, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68243, -54, 4106, 62, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68280, -39, 4065, 47, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68317, -33, 4117, 64, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68354, 23, 4083, 69, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68391, -49, 4086, 57, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68432, -114, 4123, 100, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68473, -75, 4058, -33, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68515, -4, 4122, -40, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68556, 13, 4129, -65, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68598, -9, 4035, 15, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68639, -52, 4124, -45, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
68680, -74, 4131, -88, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68722, -75, 4107, -137, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68763, 6, 4056, -180, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68805, 46, 3993, -179, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68838, 68, 3977, -285, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68871, 77, 3838, -311, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68904, -50, 4063, -315, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68937, -17, 4173, -306, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
68970, -37, 4042, -288, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69003, -63, 3917, -299, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69036, -35, 4245, -517, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69069, 147, 4295, -622, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69102, 171, 3989, -445, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69135, 31, 3875, -422, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69169, -16, 4075, -531, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69209, 28, 4177, -621, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69249, 91, 4108, -664, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69289, 146, 4074, -730, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69330, 116, 4140, -741, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69370, 110, 4131, -742, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69410, 78, 4168, -715, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69451, 3, 4164, -718, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69491, -29, 4202, -671, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69531, -124, 4181, -515, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69572, -150, 4118, -557, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69610, -18, 4027, -515, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69649, 45, 4136, -538, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69688, 21, 4153, -548, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69727, -77, 4104, -397, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69766, -78, 4079, -440, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69804, 2, 4114, -405, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69843, -49, 4141, -223, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69882, -1, 4040, -254, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69921, -21, 4007, -242, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69960, -46, 4060, -246, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
69999, -68, 4085, -217, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70038, -56, 4036, -188, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70077, -17, 4005, -120, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70116, 44, 4041, -110, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70155, 26, 4039, -112, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70194, 25, 4049, -76, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70233, 4, 4066, -53, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70272, -58, 4079, -13, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70311, -55, 4052, -37, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, berdiri_tidak_stabil, 
70350, -98, 4020, -4, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70390, -40, 4105, -38, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70431, 10, 4133, -62, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70473, 0, 4114, -43, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70514, -17, 4125, 14, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70556, -14, 4116, -18, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70598, 11, 4114, -60, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70639, -50, 4139, 10, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70681, -34, 4209, -24, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70722, 27, 4235, -5, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70764, 47, 4209, 24, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70806, 88, 4231, 79, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70840, 122, 4205, 57, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70875, 11, 4195, -58, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70909, 145, 4035, 302, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70944, 190, 3834, 278, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
70978, 209, 3796, 244, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71013, 155, 3832, 252, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71047, 87, 3874, 266, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71082, 159, 4143, 217, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71116, 207, 4270, 200, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71151, 249, 4090, 249, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71186, 266, 4058, 214, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71225, 178, 4170, 176, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71265, 140, 4168, 123, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71305, 88, 4141, 104, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71345, 87, 4157, 81, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71385, 125, 4086, 85, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71425, 94, 4082, 79, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71465, 72, 4084, 69, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71505, 73, 4146, 61, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71545, 102, 4110, 41, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71585, 85, 4113, 85, 96, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71625, 17, 4128, 103, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71666, -8, 4127, 148, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71707, 39, 4064, 126, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71747, 36, 4101, 106, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71788, 14, 4103, 111, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71829, -9, 4095, 129, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71869, 24, 4096, 98, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71910, 38, 4106, 80, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71951, 46, 4109, 106, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
71992, 31, 4144, 120, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72033, 55, 4105, 100, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72074, 53, 4078, 83, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72115, 36, 4117, 119, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72156, 15, 4127, 117, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72197, 44, 4107, 123, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72238, 78, 4074, 60, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72279, 33, 4093, 128, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72320, 16, 4107, 100, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72361, 31, 4120, 100, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72402, 63, 4110, 78, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72443, 49, 4115, 66, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72477, 50, 4132, 57, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72512, 60, 4097, 78, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72546, 28, 4087, 70, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72581, 51, 4083, 54, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72616, 72, 4092, 50, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72650, 40, 4108, 47, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72685, 12, 4144, 89, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72719, 36, 4102, 61, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72754, 40, 4085, 48, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72789, 31, 4108, 42, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72829, 38, 4095, 76, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72870, 55, 4091, 36, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72911, 42, 4103, 45, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72952, 3, 4092, 47, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
72993, 27, 4089, 56, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73033, 58, 4127, 16, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73074, 56, 4102, 48, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73115, 22, 4102, 58, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73156, 30, 4108, 47, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73197, 53, 4107, 40, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73238, 43, 4113, 14, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73274, 46, 4095, 24, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73310, 33, 4100, 14, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73346, 27, 4124, 22, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73383, 44, 4111, 24, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73419, 52, 4085, 19, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73455, 53, 4095, -26, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73492, 48, 4096, 23, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73528, 44, 4119, -22, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73564, 39, 4103, 2, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73601, 20, 4071, 26, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73639, 20, 4119, -8, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73678, 78, 4135, -11, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73716, 50, 4076, 7, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73755, 64, 4109, -8, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73793, 20, 4107, 22, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73832, 21, 4073, -5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73870, 55, 4108, -20, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73909, 43, 4114, -29, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73947, 52, 4119, -22, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
73986, 45, 4106, -7, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74022, 14, 4150, -17, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74059, 43, 4121, -14, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74096, 48, 4109, -16, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74133, 64, 4116, -18, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74170, 53, 4134, -26, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74206, 48, 4121, -47, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74243, 38, 4093, -16, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74280, 25, 4088, -23, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74317, 55, 4131, -25, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74354, 49, 4139, -9, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74391, 80, 4078, -11, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74432, 47, 4099, -5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74473, 45, 4116, 12, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74514, 44, 4105, -11, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74555, 22, 4087, -5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74596, 21, 4142, -5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74637, 33, 4104, -17, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74678, 51, 4096, 9, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74719, 63, 4105, 8, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74760, 6, 4094, 6, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74801, 45, 4135, 37, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74837, 65, 4132, 10, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74874, 53, 4078, 37, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74910, 48, 4103, -2, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74947, 34, 4127, 3, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
74983, 7, 4105, 18, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75020, 10, 4105, 0, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75056, 29, 4114, -7, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
