82666, -174, 4104, 37, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
91877, 172, 4073, 452, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
91913, 189, 4081, 458, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
91948, 191, 4069, 455, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
91984, 185, 4122, 460, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92026, 210, 4061, 458, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92069, 192, 4100, 431, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92111, 224, 4088, 447, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92154, 193, 4072, 448, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92197, 193, 4099, 428, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92239, 236, 4090, 449, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92282, 202, 4152, 396, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92324, 180, 4088, 450, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92367, 184, 4038, 468, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92410, 199, 4079, 465, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92453, 216, 4090, 442, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92496, 176, 4101, 405, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92539, 212, 4080, 401, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92583, 182, 4100, 440, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92626, 203, 4057, 433, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92669, 207, 4064, 428, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92713, 182, 4070, 430, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92756, 206, 4109, 457, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92799, 200, 4068, 456, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92843, 201, 4090, 438, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92874, 179, 4069, 417, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92905, 196, 4090, 432, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92936, 176, 4066, 414, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92967, 197, 4111, 442, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
92998, 184, 4107, 442, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93029, 189, 4020, 424, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93060, 188, 4053, 425, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93091, 152, 4114, 409, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93122, 192, 4074, 437, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93153, 174, 4066, 433, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93185, 197, 4099, 442, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93229, 166, 4078, 440, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93274, 186, 4091, 436, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93319, 196, 4075, 442, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93364, 170, 4070, 435, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93409, 190, 4073, 445, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93454, 164, 4079, 450, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93499, 164, 4105, 450, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93544, 170, 4086, 424, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93589, 199, 4064, 446, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93634, 164, 4094, 428, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93665, 173, 4091, 462, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93696, 167, 4078, 438, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93727, 182, 4065, 437, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93759, 174, 4088, 436, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93790, 187, 4109, 465, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93821, 194, 4096, 428, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93852, 148, 4107, 413, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93884, 186, 4054, 444, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93915, 186, 4086, 435, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93946, 185, 4126, 420, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
93978, 172, 4090, 425, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94020, 176, 4076, 429, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94062, 185, 4086, 434, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94104, 160, 4104, 420, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94146, 197, 4058, 411, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94188, 168, 4086, 414, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94230, 161, 4091, 443, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94272, 172, 4063, 455, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94314, 171, 4096, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94356, 176, 4074, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94399, 178, 4092, 408, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94438, 183, 4077, 416, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94477, 140, 4089, 449, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94516, 171, 4059, 388, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94556, 179, 4085, 404, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94595, 179, 4081, 419, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94634, 191, 4075, 422, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94674, 180, 4047, 407, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94713, 156, 4095, 381, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94752, 166, 4067, 424, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94792, 126, 4089, 419, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94828, 174, 4051, 416, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94865, 150, 4123, 404, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94902, 152, 4086, 430, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94938, 159, 4069, 410, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
94975, 152, 4099, 376, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95012, 137, 4097, 387, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95049, 154, 4083, 399, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95085, 156, 4098, 416, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95122, 126, 4092, 415, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95159, 128, 4092, 395, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95196, 127, 4107, 389, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95234, 136, 4072, 399, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95273, 135, 4100, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95312, 145, 4076, 400, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95351, 126, 4084, 379, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95390, 155, 4139, 408, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95429, 121, 4068, 380, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95468, 152, 4073, 413, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95507, 135, 4143, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95546, 139, 4102, 425, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95585, 150, 4071, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95622, 131, 4079, 389, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95659, 140, 4098, 398, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95696, 146, 4097, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95733, 158, 4120, 392, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95770, 193, 4071, 433, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95808, 165, 4089, 445, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95845, 164, 4087, 426, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95882, 173, 4110, 401, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95919, 167, 4097, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95956, 179, 4079, 424, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
95994, 159, 4094, 412, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96035, 147, 4074, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96077, 155, 4102, 408, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96118, 168, 4057, 406, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96160, 203, 4112, 425, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96202, 132, 4126, 427, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96243, 169, 4061, 432, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96285, 187, 4052, 416, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96326, 175, 4105, 417, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96368, 181, 4092, 410, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96410, 174, 4061, 409, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96448, 175, 4070, 411, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96487, 187, 4079, 410, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96526, 169, 4069, 412, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96565, 180, 4086, 402, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96604, 145, 4077, 412, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96643, 177, 4082, 410, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96682, 149, 4102, 407, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96721, 168, 4075, 415, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96760, 165, 4067, 399, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96799, 167, 4072, 390, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96838, 160, 4100, 430, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96878, 185, 4070, 425, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96917, 170, 4048, 401, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96957, 172, 4105, 379, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
96996, 182, 4081, 411, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97036, 171, 4093, 405, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97075, 160, 4054, 444, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97115, 134, 4080, 413, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97154, 157, 4069, 415, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97194, 161, 4085, 419, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97234, 172, 4068, 427, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97270, 163, 4089, 419, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97306, 152, 4103, 428, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97342, 167, 4105, 458, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97378, 171, 4077, 417, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97414, 216, 4077, 404, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97450, 180, 4073, 431, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97486, 167, 4070, 470, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97522, 137, 4064, 429, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97558, 173, 4102, 419, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97594, 162, 4097, 434, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97629, 176, 4079, 451, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97664, 153, 4100, 440, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97700, 149, 4076, 439, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97735, 160, 4080, 445, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97770, 175, 4089, 426, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97806, 195, 4104, 429, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97841, 161, 4090, 452, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97876, 168, 4090, 458, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97912, 155, 4099, 448, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97947, 110, 4087, 425, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
97983, 191, 4054, 440, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98025, 145, 4092, 425, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98068, 154, 4081, 459, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98111, 152, 4058, 455, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98153, 156, 4100, 419, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98196, 144, 4101, 422, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98239, 153, 4089, 439, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98281, 143, 4089, 459, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98324, 137, 4096, 444, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98367, 132, 4095, 439, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98410, 151, 4072, 438, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98448, 153, 4110, 452, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98487, 145, 4082, 435, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98525, 162, 4091, 433, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98564, 122, 4062, 452, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98602, 157, 4083, 448, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98641, 139, 4108, 448, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98679, 152, 4073, 410, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98718, 152, 4075, 422, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98756, 138, 4090, 438, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98795, 151, 4069, 441, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98830, 150, 4090, 437, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98865, 131, 4089, 436, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98901, 163, 4090, 462, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98936, 151, 4070, 431, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
98971, 158, 4086, 457, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99007, 156, 4096, 458, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99042, 151, 4090, 444, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99077, 167, 4095, 427, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99113, 151, 4094, 416, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99148, 146, 4083, 455, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99184, 130, 4077, 437, 85, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99225, 156, 4086, 435, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99266, 170, 4095, 449, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99307, 126, 4096, 428, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99348, 187, 4066, 438, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99389, 161, 4113, 448, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99430, 150, 4081, 463, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99471, 163, 4076, 462, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99512, 153, 4094, 434, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99553, 150, 4117, 427, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99594, 187, 4094, 434, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99632, 179, 4069, 463, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99670, 149, 4096, 451, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99708, 139, 4104, 469, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99746, 162, 4086, 446, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99784, 184, 4080, 456, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99822, 153, 4087, 448, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99860, 181, 4080, 469, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99898, 141, 4066, 467, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99936, 196, 4072, 466, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
99974, 181, 4074, 483, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100013, 167, 4078, 441, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100053, 190, 4065, 486, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100093, 147, 4102, 441, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100133, 164, 4072, 478, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100173, 188, 4055, 456, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100213, 197, 4069, 456, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100253, 176, 4082, 466, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100293, 173, 4072, 459, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100333, 161, 4078, 454, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100373, 163, 4081, 481, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100414, 191, 4060, 442, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100451, 184, 4079, 424, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100489, 171, 4073, 399, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100527, 184, 4079, 428, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100564, 150, 4080, 442, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100602, 182, 4093, 452, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100640, 145, 4088, 433, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100677, 161, 4075, 426, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100715, 182, 4085, 418, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100753, 172, 4085, 429, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100791, 171, 4047, 442, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100827, 162, 4073, 424, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100864, 133, 4101, 442, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100900, 162, 4098, 444, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100937, 175, 4078, 431, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
100974, 160, 4052, 463, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101010, 143, 4080, 463, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101047, 162, 4085, 447, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101084, 182, 4076, 455, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
