17287, 386, 3954, -68, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
26647, 557, 4008, -569, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
26687, 566, 4041, -563, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
26727, 572, 3999, -562, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
26767, 565, 4008, -577, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
26807, 568, 4015, -572, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
26847, 577, 4019, -557, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
26888, 576, 4094, -593, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
26928, 595, 4081, -596, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
26968, 583, 4153, -566, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27009, 710, 4222, -489, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27049, 1059, 4197, -482, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27090, 560, 3957, -771, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27130, 418, 3549, -399, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27170, 297, 3898, -211, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27211, 207, 4067, -365, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27251, 213, 4044, -245, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27292, 235, 4079, -207, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27327, 271, 4100, -275, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27363, 270, 4044, -245, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27399, 272, 4049, -257, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27435, 305, 4037, -229, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27471, 322, 4165, -214, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27507, 303, 4093, -283, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27543, 306, 4168, -318, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27579, 291, 4062, -201, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27615, 231, 3944, -190, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27651, 209, 4137, -280, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27687, 270, 4120, -343, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27727, 312, 3954, -129, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27768, 280, 4074, -251, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27808, 176, 4149, -305, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27849, 179, 4062, -219, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27890, 199, 4069, -275, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27930, 248, 4160, -300, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
27971, 257, 4146, -308, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28011, 136, 4067, -233, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28052, 109, 4165, -262, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28093, 124, 4115, -248, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28133, 186, 4155, -264, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28173, 205, 4056, -273, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28213, 251, 4121, -264, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28253, 230, 4070, -268, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28293, 232, 4069, -303, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28333, 248, 4067, -301, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28373, 324, 4056, -256, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28413, 278, 4037, -290, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28453, 170, 4059, -434, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28493, 191, 4166, -384, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28528, 249, 4151, -286, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28564, 296, 4087, -323, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28600, 338, 4096, -279, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28636, 298, 4044, -293, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28672, 207, 3981, -355, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28707, 175, 4059, -456, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28743, 135, 4102, -356, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28779, 157, 4047, -242, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28815, 166, 4178, -415, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28851, 202, 4127, -501, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28887, 259, 3995, -427, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28927, 151, 4024, -361, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
28967, 131, 4010, -385, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29007, 147, 4142, -419, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29047, 225, 4147, -386, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29087, 182, 4015, -403, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29127, 188, 4003, -339, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29167, 170, 4303, -480, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29207, 235, 4124, -506, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29247, 337, 3955, -415, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29288, 357, 3992, -145, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29324, 256, 4081, -257, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29361, 207, 4127, -286, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29398, 203, 4157, -318, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29435, 248, 4107, -353, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29472, 258, 4085, -256, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29509, 225, 4177, -333, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29546, 111, 4168, -399, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29583, 127, 3953, -301, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29620, 297, 4156, -170, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29657, 324, 4109, -146, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29694, 429, 4164, -48, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29733, 191, 3883, 24, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29772, 330, 4269, 99, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29811, 666, 4182, -474, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29850, 393, 4831, 190, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29890, 552, 4027, -15, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29929, 372, 3423, -35, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
29968, 452, 3444, -52, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30007, 875, 3752, -49, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30046, 793, 4060, -189, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30086, 309, 4103, -346, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30126, 406, 4455, -305, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30166, 570, 4407, -802, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30206, 540, 4325, -1059, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30246, 567, 4018, -723, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30287, 471, 3799, -598, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30327, 381, 3895, -706, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30367, 337, 4027, -739, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30407, 313, 4044, -789, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
30447, 345, 4130, -818, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30488, 430, 4107, -771, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30524, 454, 3988, -772, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30561, 443, 3985, -771, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30598, 435, 4039, -773, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30634, 432, 4025, -764, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30671, 441, 3999, -737, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30708, 449, 4008, -725, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30745, 510, 3982, -746, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30781, 532, 4072, -739, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30818, 432, 4061, -815, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30855, 327, 3951, -839, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30892, 346, 3928, -768, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30931, 377, 3984, -796, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
30971, 422, 4057, -813, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31010, 453, 4042, -831, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31050, 458, 3985, -810, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31090, 461, 4012, -805, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31129, 467, 3962, -824, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31169, 451, 3990, -861, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31208, 439, 4010, -832, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31248, 441, 4001, -833, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31288, 442, 3963, -854, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31324, 458, 3949, -837, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31361, 443, 4020, -849, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31397, 460, 3987, -890, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31434, 465, 3986, -824, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31470, 440, 3928, -830, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31507, 441, 3949, -889, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31543, 464, 3994, -896, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31580, 486, 3970, -859, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31616, 440, 3978, -910, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31653, 453, 3995, -889, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31690, 481, 3989, -901, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31730, 464, 3963, -853, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31770, 434, 3993, -864, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31810, 443, 3974, -889, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31851, 445, 3963, -906, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31891, 443, 3989, -877, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31931, 430, 3987, -935, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
31972, 453, 3953, -899, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32012, 415, 3976, -883, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32052, 424, 4011, -914, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32093, 450, 4012, -902, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32133, 454, 3952, -873, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32174, 430, 3979, -904, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32214, 467, 4002, -933, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32255, 451, 4005, -903, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32296, 447, 3968, -916, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32336, 433, 3978, -877, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32377, 433, 3992, -879, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32417, 434, 3969, -931, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32458, 469, 3986, -840, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32499, 449, 3988, -885, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32534, 432, 3992, -862, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32569, 427, 3981, -864, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32605, 446, 4014, -873, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32640, 448, 3995, -867, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32675, 449, 3989, -854, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32711, 433, 3968, -886, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32746, 434, 3963, -894, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32781, 436, 3967, -875, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32817, 423, 3987, -924, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32852, 424, 3997, -881, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32888, 403, 4026, -912, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32928, 404, 3981, -913, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
32968, 405, 3952, -909, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33009, 401, 4005, -880, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33049, 392, 3970, -910, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33090, 401, 3974, -886, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33130, 410, 4006, -891, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33170, 436, 4001, -890, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33211, 433, 3988, -910, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33251, 415, 3986, -900, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33292, 428, 3985, -909, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33329, 389, 3965, -913, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33366, 389, 3986, -898, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33403, 397, 3973, -910, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33441, 410, 3970, -909, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33478, 422, 4011, -890, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33515, 421, 3984, -915, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33552, 402, 3966, -895, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33590, 411, 3988, -928, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33627, 416, 4012, -898, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33664, 418, 3969, -935, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33702, 440, 3986, -883, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33740, 412, 3970, -893, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33779, 420, 3989, -931, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33817, 413, 3975, -915, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33856, 439, 4001, -897, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33894, 405, 3987, -922, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33933, 411, 3993, -924, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
33971, 423, 3968, -921, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34010, 395, 3947, -919, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34048, 422, 3993, -928, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34087, 401, 3991, -923, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34132, 395, 3966, -909, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34177, 414, 3966, -921, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34222, 427, 3972, -941, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34267, 402, 4001, -940, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34312, 413, 3958, -934, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34357, 425, 3977, -887, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34402, 395, 4021, -939, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34447, 440, 3951, -930, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34492, 441, 3955, -925, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34537, 459, 3959, -939, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34570, 437, 3993, -941, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34603, 431, 3994, -934, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34636, 433, 3990, -924, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34669, 430, 3950, -941, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34702, 461, 3923, -946, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34735, 444, 3959, -959, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34768, 454, 3978, -943, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
