19770, -965, 4074, -1357, , 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29108, -779, 3844, -1224, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29147, -802, 3835, -1210, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29186, -759, 3862, -1182, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29227, -789, 3865, -1216, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29268, -809, 3819, -1232, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29309, -805, 3791, -1197, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29350, -833, 3819, -1206, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29391, -832, 3852, -1199, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29432, -817, 3820, -1213, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29473, -814, 3848, -1235, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29514, -817, 3826, -1216, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29555, -797, 3861, -1211, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29596, -793, 3823, -1199, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29634, -793, 3847, -1233, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29673, -809, 3812, -1220, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29711, -792, 3811, -1183, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29750, -771, 3832, -1271, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29788, -815, 3845, -1150, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29827, -792, 3850, -1270, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29865, -782, 3818, -1183, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29904, -761, 3807, -1213, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29942, -812, 3857, -1240, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
29981, -772, 3842, -1271, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30020, -791, 3809, -1204, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30058, -775, 3839, -1242, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30097, -790, 3807, -1195, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30135, -799, 3832, -1223, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30174, -776, 3818, -1240, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30213, -756, 3830, -1212, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30251, -761, 3829, -1232, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30290, -770, 3834, -1241, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30328, -782, 3840, -1209, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30367, -786, 3843, -1238, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30406, -741, 3818, -1266, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30448, -794, 3830, -1191, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30490, -696, 3834, -1302, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30533, -750, 3838, -1208, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30575, -790, 3852, -1249, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30617, -776, 3820, -1235, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30660, -743, 3828, -1233, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30702, -762, 3808, -1233, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30744, -758, 3811, -1208, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30787, -753, 3831, -1238, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30829, -771, 3833, -1237, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30872, -757, 3840, -1222, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30906, -785, 3834, -1234, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30941, -799, 3847, -1233, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
30975, -768, 3857, -1225, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31010, -805, 3825, -1211, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31044, -768, 3817, -1182, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31079, -776, 3785, -1225, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31113, -787, 3807, -1191, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31148, -779, 3833, -1269, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31182, -760, 3822, -1208, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31217, -792, 3847, -1239, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31257, -833, 3823, -1221, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31298, -807, 3861, -1210, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31338, -772, 3828, -1269, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31379, -783, 3809, -1204, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31420, -789, 3864, -1202, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31460, -789, 3825, -1213, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31501, -802, 3814, -1200, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31541, -789, 3799, -1212, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31582, -803, 3842, -1211, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31623, -815, 3818, -1179, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31658, -834, 3820, -1184, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31694, -816, 3840, -1200, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31729, -817, 3814, -1211, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31765, -826, 3854, -1196, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31800, -800, 3854, -1206, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31836, -793, 3806, -1176, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31871, -817, 3834, -1203, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31907, -811, 3805, -1194, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31942, -803, 3814, -1192, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
31978, -791, 3818, -1223, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32014, -815, 3826, -1208, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32055, -819, 3902, -1239, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32097, -801, 3822, -1195, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32139, -800, 3821, -1201, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32180, -804, 3803, -1204, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32222, -812, 3824, -1226, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32264, -813, 3818, -1223, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32305, -821, 3812, -1191, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32347, -804, 3804, -1222, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32389, -810, 3821, -1208, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32431, -783, 3830, -1256, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32463, -772, 3811, -1205, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32495, -790, 3831, -1256, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32527, -804, 3828, -1233, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32560, -812, 3835, -1217, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32592, -765, 3830, -1255, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32624, -762, 3826, -1227, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32656, -802, 3830, -1226, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32689, -788, 3852, -1257, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32721, -797, 3802, -1248, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32753, -757, 3831, -1249, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32786, -782, 3822, -1240, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32829, -772, 3865, -1271, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32872, -812, 3920, -1201, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32915, -769, 3894, -1281, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
32958, -773, 3861, -1245, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33002, -739, 3821, -1302, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33045, -722, 3855, -1241, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33088, -749, 3811, -1283, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33131, -733, 3723, -1266, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33174, -749, 3767, -1210, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33218, -707, 3770, -1277, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33258, -723, 3741, -1245, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33298, -717, 3742, -1236, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33338, -729, 3804, -1261, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33378, -721, 3831, -1273, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33418, -721, 3854, -1283, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33458, -727, 3875, -1314, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33498, -749, 3828, -1306, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33538, -716, 3801, -1352, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33578, -735, 3836, -1255, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33618, -685, 3829, -1394, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33653, -693, 3841, -1284, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33688, -723, 3855, -1337, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33723, -745, 3823, -1304, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33759, -742, 3788, -1328, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33794, -722, 3854, -1345, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33829, -719, 3810, -1337, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33864, -737, 3801, -1268, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33900, -731, 3848, -1347, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33935, -718, 3816, -1306, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
33970, -725, 3811, -1282, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34006, -719, 3803, -1293, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34051, -726, 3838, -1310, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34096, -709, 3803, -1375, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34141, -753, 3810, -1248, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34186, -687, 3847, -1360, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34231, -704, 3830, -1266, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34276, -720, 3803, -1306, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34321, -726, 3819, -1311, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34366, -736, 3809, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34411, -721, 3813, -1306, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34457, -705, 3810, -1304, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34491, -694, 3815, -1309, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34526, -728, 3817, -1297, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34560, -718, 3822, -1303, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34595, -714, 3809, -1297, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34629, -727, 3809, -1302, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34664, -742, 3854, -1311, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34698, -698, 3834, -1340, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34733, -681, 3784, -1289, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34767, -734, 3822, -1329, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34802, -724, 3811, -1277, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34838, -731, 3806, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34875, -749, 3827, -1327, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34912, -741, 3821, -1319, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34949, -743, 3827, -1295, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
34986, -707, 3825, -1321, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35022, -722, 3794, -1274, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35059, -763, 3845, -1318, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35096, -726, 3813, -1315, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35133, -739, 3819, -1292, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35170, -744, 3812, -1296, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35207, -725, 3832, -1297, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35245, -757, 3798, -1292, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35284, -730, 3817, -1326, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35323, -752, 3824, -1242, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35362, -726, 3828, -1343, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35401, -760, 3813, -1228, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35440, -761, 3806, -1288, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35479, -770, 3827, -1281, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35518, -759, 3833, -1307, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35557, -767, 3810, -1273, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35596, -759, 3810, -1248, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35634, -760, 3830, -1280, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35672, -770, 3853, -1282, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35710, -766, 3823, -1239, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35748, -744, 3783, -1264, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35786, -753, 3840, -1250, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35825, -762, 3827, -1248, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35863, -739, 3777, -1277, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35901, -788, 3811, -1242, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35939, -777, 3835, -1321, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
35977, -776, 3833, -1206, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36016, -773, 3838, -1299, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36053, -795, 3795, -1220, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36090, -770, 3829, -1266, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36127, -787, 3799, -1254, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36164, -785, 3838, -1243, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36201, -783, 3816, -1271, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36238, -763, 3819, -1256, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36275, -773, 3824, -1236, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36312, -748, 3834, -1272, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36349, -759, 3808, -1251, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36386, -780, 3806, -1287, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36428, -785, 3823, -1264, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36471, -774, 3821, -1283, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36514, -784, 3808, -1288, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36557, -776, 3787, -1255, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36600, -767, 3809, -1293, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36643, -783, 3831, -1246, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36686, -769, 3819, -1314, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36729, -736, 3824, -1282, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36772, -770, 3839, -1312, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36815, -777, 3799, -1286, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36855, -765, 3782, -1275, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36896, -740, 3830, -1298, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36937, -763, 3828, -1253, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
36978, -751, 3871, -1277, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37019, -765, 3819, -1279, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37059, -753, 3775, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37100, -749, 3801, -1273, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37141, -789, 3832, -1290, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37182, -792, 3826, -1285, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37223, -748, 3817, -1289, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37264, -784, 3821, -1282, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37298, -750, 3808, -1271, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37333, -779, 3838, -1322, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37368, -752, 3840, -1252, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37403, -720, 3829, -1254, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37438, -769, 3836, -1284, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37473, -785, 3826, -1249, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37508, -762, 3855, -1244, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37543, -770, 3822, -1272, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37578, -737, 3790, -1237, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37613, -753, 3804, -1234, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37649, -756, 3816, -1212, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37686, -756, 3817, -1222, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37723, -736, 3801, -1227, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37759, -746, 3795, -1236, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37796, -724, 3769, -1237, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37833, -777, 3781, -1219, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37870, -783, 3849, -1240, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37906, -771, 3908, -1255, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37943, -710, 3817, -1277, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
37980, -737, 3791, -1227, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38017, -759, 3841, -1292, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38057, -759, 3800, -1264, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38097, -742, 3839, -1250, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38137, -739, 3867, -1311, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38177, -735, 3822, -1248, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
