117565, -1235, 3816, -861, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126540, -1184, 3770, -967, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126576, -1219, 3803, -1051, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126613, -1194, 3764, -1013, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126649, -1210, 3772, -989, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126685, -1206, 3790, -1049, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126722, -1164, 3754, -1006, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126758, -1206, 3768, -1037, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126795, -1188, 3785, -1064, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126837, -1190, 3766, -1032, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126879, -1186, 3805, -1047, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126921, -1186, 3872, -1054, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
126963, -1210, 3864, -992, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127005, -1180, 3812, -1029, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127047, -1202, 3809, -1021, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127089, -1151, 3748, -1091, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127131, -1174, 3743, -1007, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127173, -1161, 3724, -1045, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127216, -1140, 3716, -1035, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127253, -1161, 3746, -1044, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127291, -1132, 3761, -1063, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127329, -1166, 3798, -1009, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127366, -1154, 3758, -1072, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127404, -1162, 3778, -1030, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127442, -1188, 3830, -1040, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127479, -1169, 3797, -1043, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127517, -1175, 3781, -1039, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127555, -1173, 3778, -1104, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127593, -1146, 3760, -1019, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127627, -1180, 3754, -1108, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127662, -1157, 3795, -1001, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127697, -1138, 3791, -1070, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127732, -1176, 3766, -1055, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127767, -1146, 3814, -1051, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127802, -1162, 3815, -1077, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127837, -1118, 3773, -1033, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127872, -1146, 3774, -1064, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127907, -1160, 3801, -1042, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127942, -1130, 3767, -1052, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
127977, -1146, 3795, -1068, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128017, -1141, 3789, -1070, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128058, -1148, 3763, -1071, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128099, -1132, 3781, -1060, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128139, -1171, 3787, -1092, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128180, -1150, 3771, -1026, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128221, -1146, 3801, -1090, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128261, -1133, 3753, -1084, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128302, -1149, 3760, -1057, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128343, -1174, 3763, -1059, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128384, -1161, 3788, -1063, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128422, -1170, 3754, -1064, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128461, -1178, 3760, -1056, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128499, -1146, 3767, -1074, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128538, -1131, 3773, -1055, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128577, -1156, 3765, -1074, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128615, -1135, 3752, -1100, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128654, -1168, 3769, -1074, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128692, -1174, 3821, -1027, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128731, -1176, 3787, -1128, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128770, -1126, 3842, -1023, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128808, -1139, 3790, -1114, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128847, -1156, 3706, -1059, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128885, -1186, 3759, -1076, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128924, -1167, 3845, -1116, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
128963, -1130, 3784, -1053, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129001, -1162, 3806, -1089, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129040, -1165, 3775, -1078, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129079, -1172, 3763, -1050, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129117, -1166, 3784, -1049, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129156, -1187, 3739, -1062, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129195, -1181, 3758, -1058, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129233, -1156, 3746, -1115, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129271, -1155, 3727, -1023, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129310, -1182, 3747, -1142, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129348, -1170, 3838, -1042, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129387, -1163, 3744, -1105, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129425, -1158, 3752, -1076, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129463, -1154, 3758, -1073, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129502, -1158, 3728, -1109, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129540, -1148, 3767, -1046, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129579, -1146, 3792, -1098, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129616, -1163, 3774, -1064, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129654, -1162, 3786, -1057, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129692, -1143, 3848, -1089, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129729, -1135, 3778, -1082, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129767, -1149, 3758, -1043, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129805, -1163, 3714, -1091, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129843, -1165, 3821, -1086, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129880, -1129, 3760, -1113, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129918, -1144, 3768, -1055, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129956, -1163, 3768, -1119, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
129994, -1166, 3761, -1063, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130032, -1167, 3831, -1099, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130070, -1151, 3792, -1096, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130109, -1172, 3781, -1043, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130147, -1177, 3774, -1098, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130186, -1180, 3781, -1099, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130224, -1150, 3742, -1068, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130262, -1165, 3782, -1067, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130301, -1170, 3804, -1080, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130339, -1178, 3747, -1071, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130378, -1152, 3748, -1075, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130416, -1148, 3774, -1120, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130454, -1130, 3811, -1069, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130492, -1189, 3795, -1079, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130531, -1189, 3778, -1080, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130569, -1159, 3778, -1092, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130607, -1178, 3788, -1096, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130645, -1141, 3796, -1099, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130684, -1171, 3801, -1079, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130722, -1193, 3781, -1087, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130760, -1145, 3791, -1080, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130799, -1160, 3780, -1080, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130845, -1163, 3762, -1100, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130892, -1163, 3745, -1085, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130938, -1150, 3779, -1078, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
130985, -1148, 3763, -1109, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131032, -1158, 3832, -1050, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131078, -1141, 3806, -1116, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131125, -1155, 3753, -1070, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131171, -1154, 3767, -1111, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131218, -1174, 3775, -1095, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131265, -1150, 3812, -1075, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131301, -1128, 3744, -1100, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131337, -1167, 3761, -1072, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131374, -1169, 3783, -1091, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131410, -1147, 3754, -1060, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131447, -1153, 3756, -1088, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131483, -1154, 3784, -1097, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131519, -1163, 3771, -1081, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131556, -1172, 3792, -1094, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131592, -1156, 3736, -1078, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131629, -1168, 3759, -1085, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131668, -1173, 3814, -1084, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131707, -1136, 3793, -1035, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131747, -1142, 3804, -1103, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131786, -1176, 3766, -1092, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131825, -1160, 3781, -1085, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131865, -1135, 3791, -1105, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131904, -1113, 3768, -1078, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131943, -1120, 3763, -1077, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
131983, -1152, 3801, -1084, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132022, -1125, 3783, -1088, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132062, -1132, 3790, -1076, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132097, -1134, 3765, -1087, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132132, -1148, 3764, -1077, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132167, -1136, 3824, -1097, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132202, -1122, 3741, -1097, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132237, -1135, 3774, -1072, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132272, -1174, 3866, -1074, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132307, -1132, 3849, -1110, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132342, -1101, 3779, -1067, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132377, -1138, 3780, -1099, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132412, -1135, 3819, -1080, 112, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132447, -1116, 3834, -1089, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132482, -1103, 3759, -1097, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132517, -1132, 3752, -1071, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132552, -1138, 3713, -1091, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132587, -1112, 3717, -1093, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132622, -1118, 3734, -1064, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132657, -1151, 3770, -1082, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132692, -1144, 3831, -1076, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132727, -1155, 3814, -1073, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132762, -1173, 3744, -1088, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132797, -1158, 3742, -1047, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132839, -1200, 3830, -1114, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132881, -1147, 3853, -1056, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132923, -1143, 3779, -1104, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
132965, -1147, 3754, -1102, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133008, -1132, 3792, -1107, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133050, -1147, 3778, -1102, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133092, -1119, 3753, -1074, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133134, -1169, 3788, -1101, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133176, -1151, 3738, -1089, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133219, -1144, 3756, -1095, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133256, -1141, 3791, -1107, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133294, -1135, 3779, -1072, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133331, -1143, 3813, -1090, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133369, -1167, 3776, -1061, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133407, -1177, 3740, -1091, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133444, -1160, 3822, -1057, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133482, -1141, 3759, -1117, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133519, -1150, 3744, -1056, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133557, -1186, 3776, -1118, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133595, -1162, 3756, -1089, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133631, -1147, 3778, -1095, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133667, -1149, 3779, -1085, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133703, -1148, 3752, -1050, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133740, -1173, 3801, -1106, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133776, -1157, 3781, -1077, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133812, -1136, 3776, -1091, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133848, -1133, 3782, -1089, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133885, -1130, 3761, -1094, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133921, -1148, 3763, -1084, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133957, -1165, 3758, -1071, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
133994, -1141, 3762, -1087, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134034, -1167, 3798, -1114, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134075, -1127, 3792, -1078, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134115, -1096, 3741, -1109, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134156, -1132, 3712, -1101, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134196, -1112, 3780, -1112, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134237, -1073, 3768, -1109, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134277, -1097, 3789, -1097, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134318, -1138, 3780, -1103, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134358, -1156, 3766, -1092, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134399, -1121, 3766, -1090, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134437, -1095, 3775, -1121, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134476, -1118, 3809, -1109, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134515, -1125, 3773, -1108, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134554, -1105, 3770, -1101, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134593, -1108, 3775, -1132, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134631, -1117, 3791, -1097, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134670, -1129, 3782, -1153, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134709, -1095, 3779, -1075, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134748, -1141, 3780, -1133, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134787, -1117, 3757, -1105, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134826, -1131, 3795, -1117, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134864, -1126, 3787, -1136, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134902, -1104, 3757, -1063, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134940, -1145, 3786, -1141, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
134979, -1123, 3772, -1105, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135017, -1146, 3763, -1115, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135055, -1116, 3794, -1119, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135094, -1120, 3780, -1116, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135132, -1127, 3776, -1114, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135170, -1132, 3765, -1127, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135209, -1106, 3756, -1072, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135248, -1149, 3775, -1114, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135287, -1121, 3794, -1064, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135326, -1122, 3794, -1129, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135365, -1140, 3763, -1107, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135404, -1128, 3752, -1122, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135443, -1158, 3778, -1144, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
