26602, -1018, 3222, -2431, , 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
35830, -1000, 3077, -2473, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
35867, -961, 3060, -2396, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
35903, -974, 3099, -2434, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
35939, -1001, 3132, -2467, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
35976, -1011, 3110, -2474, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36012, -1040, 3138, -2455, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36049, -1015, 3124, -2480, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36089, -1011, 3090, -2449, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36130, -1019, 3073, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36171, -995, 3105, -2451, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36212, -1020, 3086, -2453, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36253, -982, 3132, -2487, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36294, -981, 3103, -2458, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36335, -1034, 3084, -2486, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36376, -1011, 3107, -2458, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36417, -1016, 3138, -2451, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36458, -1020, 3132, -2511, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36492, -1010, 3103, -2426, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36527, -1017, 3103, -2460, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36562, -1012, 3097, -2461, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36596, -992, 3118, -2448, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36631, -1032, 3099, -2456, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36666, -1016, 3112, -2459, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36701, -1020, 3112, -2482, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36735, -1006, 3073, -2459, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36770, -997, 3088, -2465, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36805, -1027, 3121, -2466, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36840, -981, 3128, -2458, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36882, -994, 3070, -2446, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36924, -1002, 3097, -2514, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
36966, -993, 3079, -2447, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37008, -1022, 3123, -2464, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37051, -1013, 3156, -2491, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37093, -996, 3129, -2439, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37135, -1022, 3129, -2462, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37177, -991, 3096, -2449, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37219, -1000, 3106, -2434, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37262, -1015, 3120, -2430, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37299, -1001, 3126, -2461, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37336, -989, 3124, -2423, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37373, -1020, 3125, -2456, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37410, -993, 3104, -2461, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37448, -1012, 3133, -2451, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37485, -1004, 3118, -2424, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37522, -996, 3116, -2432, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37559, -990, 3148, -2466, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37596, -1022, 3119, -2422, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37634, -1067, 3166, -2446, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37671, -1067, 3192, -2485, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37708, -1014, 3085, -2402, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37745, -998, 3074, -2430, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37782, -1004, 3106, -2423, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37819, -1004, 3153, -2446, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37856, -983, 3135, -2441, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37893, -1018, 3138, -2409, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37930, -1031, 3118, -2439, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
37967, -1014, 3090, -2429, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38004, -1024, 3108, -2406, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38041, -1049, 3154, -2427, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38081, -1026, 3112, -2427, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38122, -1020, 3165, -2386, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38163, -1048, 3153, -2481, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38204, -1015, 3102, -2378, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38245, -1024, 3105, -2364, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38286, -1007, 3082, -2451, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38327, -995, 3093, -2411, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38368, -999, 3094, -2427, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38409, -1023, 3141, -2423, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38450, -1017, 3166, -2434, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38485, -1009, 3143, -2427, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38520, -1019, 3120, -2405, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38555, -1020, 3135, -2435, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38590, -999, 3081, -2430, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38625, -1054, 3092, -2462, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38660, -1038, 3146, -2457, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38695, -1022, 3102, -2483, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38730, -1008, 3151, -2419, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38765, -997, 3102, -2474, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38800, -1019, 3081, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38836, -1010, 3088, -2483, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38875, -1038, 3104, -2457, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38915, -1032, 3098, -2482, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38955, -1016, 3111, -2444, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
38995, -1025, 3130, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39035, -1004, 3121, -2452, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39074, -978, 3065, -2434, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39114, -1025, 3107, -2458, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39154, -988, 3104, -2457, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39194, -999, 3108, -2457, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39234, -1021, 3080, -2465, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39272, -1010, 3109, -2434, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39310, -1010, 3150, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39348, -976, 3114, -2446, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39386, -977, 3104, -2440, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39424, -993, 3111, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39462, -1004, 3110, -2442, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39500, -1010, 3125, -2436, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39538, -996, 3117, -2477, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39576, -993, 3082, -2411, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39615, -986, 3108, -2450, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39655, -1042, 3124, -2477, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39696, -1023, 3112, -2447, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39737, -1032, 3130, -2445, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39778, -1019, 3104, -2453, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39819, -1004, 3114, -2451, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39859, -1021, 3110, -2455, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39900, -1014, 3092, -2452, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39941, -993, 3120, -2462, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
39982, -1007, 3136, -2440, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40023, -995, 3112, -2474, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40064, -1006, 3147, -2427, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40101, -1012, 3165, -2478, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40139, -1023, 3110, -2431, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40177, -1013, 3077, -2442, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40214, -1008, 3107, -2481, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40252, -1023, 3124, -2439, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40290, -1031, 3125, -2437, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40327, -1021, 3121, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40365, -1004, 3115, -2448, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40403, -1016, 3100, -2452, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40441, -1046, 3123, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40476, -1026, 3097, -2433, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40511, -1023, 3094, -2451, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40547, -1001, 3116, -2489, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40582, -1026, 3092, -2416, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40617, -995, 3106, -2461, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40653, -1037, 3151, -2425, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40688, -1027, 3083, -2458, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40723, -1005, 3142, -2405, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40759, -960, 3092, -2476, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40794, -986, 3056, -2388, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40830, -970, 3055, -2436, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40871, -966, 3087, -2466, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40913, -988, 3075, -2421, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40955, -996, 3134, -2450, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
40997, -1020, 3121, -2477, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41039, -1026, 3116, -2464, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41081, -1001, 3104, -2453, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41123, -1026, 3094, -2433, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41165, -1011, 3107, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41207, -999, 3086, -2476, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41249, -996, 3076, -2482, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41288, -990, 3083, -2430, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41327, -1049, 3107, -2472, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41366, -1008, 3122, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41405, -1027, 3075, -2437, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41445, -1036, 3104, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41484, -1045, 3089, -2465, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41523, -1031, 3103, -2495, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41562, -987, 3087, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41601, -1029, 3089, -2446, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41641, -999, 3073, -2475, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41678, -1013, 3085, -2492, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41715, -1005, 3075, -2469, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41752, -980, 3074, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41789, -991, 3100, -2475, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41826, -1001, 3077, -2491, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41864, -1021, 3087, -2477, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41901, -1036, 3047, -2499, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41938, -1012, 3089, -2478, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
41975, -1046, 3114, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42012, -993, 3082, -2473, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42050, -1004, 3070, -2485, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42088, -1040, 3100, -2544, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42127, -1038, 3061, -2481, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42165, -1025, 3111, -2492, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42204, -1006, 3084, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42243, -1012, 3047, -2436, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42281, -1018, 3104, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42320, -995, 3089, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42358, -1000, 3079, -2478, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42397, -1019, 3131, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42436, -1015, 3090, -2505, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42472, -996, 3066, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42509, -993, 3052, -2439, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42546, -1016, 3093, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42582, -1040, 3069, -2477, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42619, -1034, 3112, -2492, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42656, -999, 3076, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42693, -997, 3097, -2477, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42729, -1014, 3109, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42766, -1000, 3059, -2440, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42803, -1026, 3116, -2511, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42840, -1008, 3101, -2498, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42882, -1009, 3102, -2471, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42925, -1039, 3123, -2487, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
42968, -1046, 3076, -2428, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43010, -1045, 3128, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43053, -1038, 3102, -2461, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43096, -1041, 3088, -2436, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43138, -1035, 3085, -2440, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43181, -1019, 3020, -2403, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43224, -996, 3059, -2441, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43267, -1006, 3066, -2480, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43308, -1001, 3059, -2434, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43350, -996, 3112, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43392, -979, 3074, -2444, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43433, -1010, 3105, -2485, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43475, -1043, 3122, -2519, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43517, -1030, 3107, -2485, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43558, -1019, 3109, -2455, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43600, -993, 3103, -2508, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43642, -992, 3118, -2473, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43684, -987, 3091, -2485, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43716, -1005, 3116, -2475, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43748, -998, 3092, -2464, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43781, -1029, 3075, -2467, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43813, -1033, 3068, -2445, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43846, -995, 3088, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43878, -996, 3077, -2479, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43911, -1006, 3060, -2459, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43943, -1001, 3095, -2461, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
43976, -1053, 3131, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44008, -1013, 3096, -2449, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44041, -1034, 3107, -2473, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44081, -1020, 3104, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44122, -1022, 3053, -2423, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44163, -1024, 3107, -2490, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44203, -1027, 3147, -2493, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44244, -1031, 3084, -2440, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44285, -1022, 3091, -2470, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44325, -1022, 3074, -2470, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44366, -1013, 3092, -2460, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44407, -1056, 3097, -2445, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44448, -1018, 3111, -2456, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44483, -1060, 3159, -2488, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44518, -1045, 3130, -2471, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44554, -1038, 3107, -2473, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44589, -1035, 3069, -2440, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44624, -1036, 3106, -2459, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44660, -1057, 3095, -2494, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44695, -1034, 3122, -2452, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44730, -1030, 3097, -2482, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44766, -1035, 3086, -2434, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44801, -1031, 3083, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44837, -1046, 3122, -2487, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44878, -1012, 3081, -2417, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
