14628, -652, 3311, -2407, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23751, -886, 3474, -1883, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23784, -893, 3514, -1941, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23817, -915, 3525, -1909, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23850, -919, 3507, -1895, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23883, -897, 3515, -1919, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23916, -882, 3505, -1897, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23949, -892, 3521, -1891, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
23983, -894, 3505, -1901, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24021, -885, 3499, -1908, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24060, -917, 3486, -1904, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24098, -944, 3523, -1853, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24137, -891, 3498, -1954, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24175, -910, 3533, -1860, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24214, -897, 3501, -1907, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24252, -911, 3514, -1899, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24291, -904, 3574, -1881, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24329, -892, 3539, -1910, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24368, -921, 3510, -1853, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24408, -939, 3506, -1889, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24449, -924, 3522, -1883, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24490, -912, 3525, -1887, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24530, -926, 3510, -1872, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24571, -901, 3592, -1901, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24612, -931, 3521, -1869, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24652, -901, 3463, -1911, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24693, -953, 3545, -1822, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24734, -871, 3503, -1918, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24775, -946, 3548, -1812, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24812, -923, 3543, -1958, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24849, -923, 3515, -1856, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24886, -919, 3498, -1869, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24923, -898, 3545, -1884, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24960, -940, 3503, -1846, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
24998, -926, 3508, -1875, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25035, -921, 3525, -1874, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25072, -899, 3501, -1884, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25109, -918, 3542, -1864, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25146, -917, 3529, -1856, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25184, -922, 3545, -1848, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25222, -893, 3496, -1891, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25261, -913, 3523, -1824, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25299, -895, 3561, -1892, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25338, -903, 3541, -1829, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25377, -946, 3523, -1854, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25415, -915, 3500, -1855, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25454, -900, 3531, -1874, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25492, -903, 3510, -1838, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25531, -922, 3552, -1843, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25570, -947, 3532, -1848, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25610, -916, 3539, -1851, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25650, -922, 3539, -1843, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25691, -928, 3553, -1848, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25731, -925, 3512, -1832, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25772, -913, 3489, -1859, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25812, -949, 3525, -1811, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25852, -931, 3562, -1891, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25893, -958, 3601, -1804, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25933, -927, 3509, -1860, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
25974, -905, 3500, -1833, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26009, -918, 3535, -1825, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26044, -907, 3564, -1860, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26080, -932, 3564, -1842, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26115, -962, 3511, -1821, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26151, -942, 3530, -1830, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26186, -899, 3538, -1842, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26222, -913, 3497, -1819, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26257, -925, 3575, -1848, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26293, -910, 3531, -1821, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26328, -938, 3530, -1874, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26364, -940, 3546, -1799, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26406, -913, 3563, -1862, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26448, -910, 3532, -1812, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26491, -913, 3539, -1876, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26533, -920, 3508, -1824, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26576, -924, 3541, -1838, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26618, -879, 3510, -1863, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26660, -931, 3587, -1860, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26703, -923, 3530, -1848, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26745, -910, 3549, -1832, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26788, -910, 3530, -1855, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26828, -904, 3513, -1851, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26869, -919, 3570, -1828, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26909, -933, 3585, -1857, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26950, -920, 3629, -1836, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
26990, -906, 3581, -1856, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27031, -938, 3627, -1829, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27071, -903, 3532, -1879, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27112, -902, 3494, -1847, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27152, -917, 3460, -1798, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27193, -882, 3431, -1849, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27234, -865, 3442, -1826, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27267, -892, 3482, -1838, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27300, -928, 3527, -1831, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27333, -914, 3555, -1813, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27366, -941, 3564, -1838, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27399, -913, 3536, -1858, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27432, -918, 3490, -1862, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27465, -917, 3512, -1855, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27498, -926, 3501, -1906, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27531, -924, 3566, -1811, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27564, -914, 3569, -1865, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27604, -961, 3551, -1883, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27645, -936, 3530, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27685, -932, 3524, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27726, -957, 3524, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27767, -964, 3511, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27807, -943, 3531, -1833, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27848, -927, 3501, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27888, -927, 3549, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27929, -928, 3531, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
27970, -919, 3512, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28006, -931, 3530, -1830, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28043, -908, 3531, -1890, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28080, -930, 3580, -1811, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28117, -944, 3537, -1855, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28154, -928, 3537, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28190, -901, 3548, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28227, -896, 3544, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28264, -926, 3528, -1836, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28301, -935, 3582, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28338, -941, 3539, -1853, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28375, -935, 3537, -1850, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28414, -916, 3515, -1876, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28453, -902, 3494, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28493, -914, 3523, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28532, -924, 3560, -1849, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28572, -939, 3554, -1874, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28611, -896, 3598, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28650, -952, 3543, -1875, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28690, -914, 3593, -1903, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28729, -908, 3531, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28769, -909, 3524, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28803, -910, 3504, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28838, -919, 3487, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28872, -895, 3494, -1825, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28907, -899, 3487, -1819, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28942, -891, 3540, -1811, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
28976, -919, 3518, -1797, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29011, -944, 3537, -1835, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29046, -923, 3539, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29080, -933, 3548, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29115, -905, 3556, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29150, -921, 3559, -1835, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29190, -942, 3517, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29231, -883, 3552, -1860, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29272, -877, 3506, -1867, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29313, -892, 3504, -1831, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29354, -945, 3559, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29394, -952, 3565, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29435, -902, 3536, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29476, -902, 3529, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29517, -909, 3534, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29558, -947, 3540, -1825, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29607, -931, 3526, -1884, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29656, -941, 3554, -1823, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29705, -901, 3493, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29755, -947, 3548, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29804, -914, 3499, -1861, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29853, -927, 3531, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29903, -905, 3542, -1880, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
29952, -913, 3532, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30001, -951, 3521, -1811, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30051, -973, 3526, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30080, -929, 3500, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30109, -968, 3543, -1827, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30138, -956, 3560, -1875, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30167, -946, 3539, -1835, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30196, -949, 3500, -1849, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30225, -953, 3535, -1815, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30254, -956, 3511, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30283, -932, 3588, -1826, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30312, -975, 3520, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30341, -948, 3519, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30370, -932, 3543, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30410, -946, 3541, -1866, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30450, -939, 3487, -1827, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30491, -948, 3505, -1847, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30531, -950, 3558, -1847, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30572, -927, 3548, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30612, -944, 3535, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30652, -944, 3528, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30693, -943, 3505, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30733, -932, 3490, -1892, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30774, -961, 3536, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30811, -907, 3540, -1903, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30848, -941, 3566, -1853, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30885, -945, 3514, -1861, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30922, -946, 3502, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30959, -925, 3535, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
30996, -911, 3525, -1867, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31033, -927, 3521, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31070, -915, 3502, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31107, -922, 3524, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31144, -904, 3566, -1882, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31182, -899, 3522, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31220, -906, 3540, -1873, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31259, -940, 3529, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31298, -919, 3502, -1876, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31337, -925, 3540, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31376, -882, 3536, -1866, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31414, -917, 3534, -1867, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31453, -916, 3506, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31492, -915, 3508, -1849, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31531, -943, 3553, -1891, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31570, -896, 3512, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31610, -914, 3528, -1878, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31650, -898, 3541, -1860, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31691, -906, 3524, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31731, -895, 3548, -1865, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31772, -917, 3518, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31812, -903, 3528, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31852, -899, 3520, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31893, -925, 3551, -1871, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31933, -909, 3504, -1876, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
31974, -924, 3541, -1812, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32011, -912, 3527, -1896, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32048, -932, 3520, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32085, -907, 3528, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32122, -922, 3532, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32159, -900, 3528, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32197, -929, 3507, -1869, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32234, -918, 3520, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32271, -914, 3523, -1866, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32308, -895, 3565, -1866, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32345, -961, 3541, -1847, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32383, -943, 3611, -1879, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32421, -918, 3528, -1877, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32460, -991, 3599, -1813, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32499, -921, 3526, -1887, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32538, -921, 3560, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32577, -881, 3468, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
