85531, 436, 3760, -674, 65, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
94107, 285, 3952, -1063, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94149, 230, 3958, -1245, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94192, 233, 4052, -1292, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94235, 363, 3872, -1068, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94278, 309, 3755, -1008, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94321, 344, 4045, -1163, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94364, 334, 3962, -1141, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94407, 212, 3929, -1073, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94450, 203, 3975, -1086, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94493, 218, 4165, -1124, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94536, 299, 3977, -1013, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94570, 290, 3878, -953, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94605, 248, 4037, -897, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94640, 140, 3987, -1039, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94675, 222, 4123, -943, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94710, 355, 4032, -852, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94745, 488, 4069, -689, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94780, 482, 3839, -634, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94815, 444, 3944, -584, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94850, 652, 4123, -668, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94885, 515, 4284, -600, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94920, -222, 4605, -722, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94958, 489, 4278, 10, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
94997, 847, 3122, -228, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95035, 243, 3736, -701, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95074, 552, 3585, -355, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95113, 443, 3717, -851, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95151, 175, 3974, -949, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95190, 409, 4239, -520, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95228, 485, 4664, -815, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95267, 522, 4454, -1112, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95306, 626, 4335, -944, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95347, 500, 3887, -796, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95388, 329, 3779, -977, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
95429, 274, 3836, -1083, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95471, 285, 3963, -1086, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95512, 354, 3984, -980, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95553, 399, 3996, -913, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95595, 407, 4023, -915, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95636, 423, 4012, -1000, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95677, 377, 3950, -1039, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95719, 337, 3926, -1038, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95755, 309, 3918, -1031, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95791, 352, 3956, -1038, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95828, 381, 3973, -1004, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95864, 376, 3979, -1032, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95900, 381, 3963, -1049, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95937, 392, 3942, -1039, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
95973, 387, 3905, -1048, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96009, 394, 3916, -1053, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96046, 419, 3958, -1056, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96082, 455, 4032, -1092, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96119, 431, 3961, -1092, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96159, 430, 3931, -1085, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96200, 419, 3952, -1075, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96241, 388, 3925, -1100, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96281, 397, 3965, -1114, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96322, 436, 3982, -1096, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96363, 406, 3916, -1041, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96403, 399, 3932, -1118, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96444, 403, 3932, -1043, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96485, 395, 3931, -1066, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96526, 404, 3950, -1064, 67, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96561, 396, 3940, -1036, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96596, 417, 3924, -1027, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96632, 389, 3981, -1080, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
96667, 382, 3861, -1000, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96703, 394, 3994, -1067, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96738, 505, 4360, -1032, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96774, 1988, 7336, -1038, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96809, 1290, 4054, -1534, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96845, 329, 4479, -588, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96880, 835, 4239, -174, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96916, 649, 4858, -62, 68, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96954, 109, 5368, 72, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
96993, -26, 5738, -332, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97032, -224, 5820, -113, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97071, -798, 5093, -303, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97110, -1429, 4478, -326, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97149, -1691, 3722, -633, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97188, -2385, 2387, -254, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97227, -2459, 2675, 402, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97266, -2853, 2251, -252, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97305, -2939, 1053, 178, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97350, -3042, 860, 630, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97395, -3190, 630, 217, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97440, -2837, 967, 456, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97485, -2843, 539, 709, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97530, -3026, 304, 703, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97575, -3148, 825, 525, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97620, -2748, 2373, 894, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97665, -3354, 436, 1968, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97710, -3850, -260, 1979, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97756, -4149, -262, 1281, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97788, -3938, 561, 1513, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97821, -3044, 3098, 1709, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97854, -3571, 1163, 1096, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97887, -3733, 873, 345, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97920, -3577, 1196, 1334, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97952, -3353, 840, 1872, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
97985, -3730, 1101, 984, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98018, -3707, 1281, 479, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98051, -3857, 492, 1059, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98084, -3550, 1005, 1228, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98117, -3797, 229, 1039, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98155, -3932, 1327, 570, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98194, -4058, 1011, 908, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98233, -3978, 1159, 1135, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98271, -3898, 1124, 734, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98310, -3749, 691, 1005, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98349, -3768, 772, 750, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98387, -3761, 876, 680, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98426, -3650, 1197, 858, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98465, -4339, 1437, 97, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98504, -4548, 247, 422, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98542, -4401, -381, 596, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98581, -4462, -96, 454, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98620, -4082, 387, 237, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98659, -3903, 1454, -297, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98698, -3373, 1569, 516, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98737, -3081, 1097, 114, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98776, -3935, -39, 921, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98815, -4271, 599, 1731, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98854, -4169, 1256, 530, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98893, -3872, 693, 265, 69, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98927, -3793, 679, 1014, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98962, -3786, 507, 518, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
98997, -3722, 523, 1014, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99032, -3523, 1044, 803, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99067, -3422, 4152, -1698, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99102, -2953, -1357, 1324, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99137, -2875, -1312, 330, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99172, -2603, 59, -726, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99207, -2463, 686, -622, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99242, -1471, 3379, -2318, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99277, -869, 4116, -1184, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99318, -1454, 5306, -642, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99359, -569, 5696, -151, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99400, -581, 4922, -565, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99441, -706, 4879, -366, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99482, -76, 4934, 296, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99523, -109, 4649, 985, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99564, 179, 4118, 1140, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99605, 885, 4343, 1875, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99646, 260, 3754, 2360, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99687, 661, 4144, 2458, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99725, 322, 4462, 1942, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99763, 411, 3997, 1362, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99801, 297, 3550, 1272, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99840, 333, 3258, 1188, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99878, 279, 4037, 650, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99916, 510, 4153, 911, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99954, 972, 3784, 365, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
99993, 378, 4337, 337, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100031, 619, 4256, 118, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100069, 663, 4207, 67, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100108, 588, 4001, 71, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100148, 246, 3995, 20, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100189, 448, 3982, -32, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100230, 291, 4107, -184, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100271, 336, 4231, -432, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100312, 239, 4221, -540, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100353, 321, 4111, -640, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, menggaruk, 
100394, 380, 4057, -787, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100435, 363, 4057, -723, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100476, 329, 4148, -669, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100517, 272, 4032, -675, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100555, 237, 4062, -772, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100594, 305, 3978, -813, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100632, 339, 3996, -785, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100671, 299, 4103, -886, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100709, 282, 4123, -926, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100748, 195, 4028, -893, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100786, 219, 3990, -912, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100825, 202, 3987, -880, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100863, 224, 3966, -873, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100902, 285, 3926, -914, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100938, 294, 3933, -893, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
100975, 301, 3997, -913, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101012, 269, 4025, -933, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101049, 223, 3998, -939, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101086, 188, 3980, -997, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101123, 191, 4020, -1013, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101160, 190, 3954, -980, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101197, 238, 3961, -939, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101234, 184, 3917, -964, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101271, 212, 3994, -964, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101308, 215, 4001, -952, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101349, 225, 3983, -994, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101390, 215, 3981, -987, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101431, 209, 3978, -1010, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101472, 222, 3935, -1006, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101513, 219, 3980, -991, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101554, 250, 4003, -971, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101595, 259, 3942, -988, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101636, 231, 3974, -993, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101677, 264, 3953, -985, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101719, 295, 3915, -965, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101755, 266, 3972, -1013, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101791, 261, 4007, -967, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101827, 225, 3991, -990, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101864, 267, 3982, -1051, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101900, 305, 3947, -999, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101936, 298, 3987, -999, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
101972, 314, 3986, -1042, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102009, 279, 3983, -1023, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102045, 248, 3952, -1006, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102081, 262, 3954, -1011, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102118, 256, 3959, -1008, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102157, 318, 3993, -1017, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102196, 196, 3883, -1022, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102235, 263, 3963, -1015, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102274, 255, 3944, -1012, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102313, 244, 3963, -1024, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102352, 273, 3922, -1012, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102391, 281, 3981, -999, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102430, 288, 3960, -1010, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102469, 290, 3936, -994, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102509, 276, 3965, -993, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102553, 296, 3968, -1023, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102598, 313, 3982, -1043, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102643, 326, 3949, -1012, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102688, 297, 3944, -1006, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102733, 315, 3998, -1025, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
