116326, 214, 4030, 379, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124659, 32, 4072, -578, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124699, 45, 4060, -568, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124740, 28, 4067, -547, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124776, 30, 4064, -542, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124813, 55, 4069, -570, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124850, 35, 4051, -554, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124886, 55, 4066, -571, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124923, 29, 4057, -568, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124960, 36, 4069, -554, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124997, 41, 4085, -559, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125033, 32, 4061, -552, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125070, 14, 4076, -560, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125107, 49, 4051, -559, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125144, 43, 4076, -534, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125183, 20, 4081, -574, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125222, 37, 4068, -554, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125261, 27, 4048, -531, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125301, 34, 4030, -529, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125340, 38, 4064, -543, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125379, 22, 4085, -564, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125419, 45, 4071, -561, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125458, 23, 4048, -564, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125497, 14, 4061, -591, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125537, 35, 4062, -567, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125576, 7, 4068, -564, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125615, 7, 4078, -601, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125654, 22, 4044, -567, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125693, 56, 4067, -531, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125732, 61, 4101, -607, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125771, 14, 4067, -580, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125810, 44, 4044, -546, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125849, 23, 4048, -558, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125888, 35, 4081, -579, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125928, 29, 4060, -570, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
125964, 25, 4071, -571, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126001, 24, 4046, -583, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126038, 34, 4045, -567, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126075, 18, 4068, -553, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126112, 29, 4059, -561, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126149, 32, 4042, -587, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126186, 24, 4052, -558, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126223, 55, 4077, -549, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126260, 16, 4079, -582, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126297, 44, 4045, -594, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126334, 32, 4039, -559, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126379, 35, 4060, -553, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126424, 24, 4086, -564, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126469, 18, 4075, -544, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126514, 43, 4056, -583, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126559, 20, 4047, -581, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126604, 14, 4059, -563, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126649, 42, 4067, -547, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126694, 26, 4090, -543, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126739, 3, 4056, -559, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126784, 16, 4053, -551, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126819, 22, 4054, -509, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126854, 24, 4079, -558, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126889, 0, 4081, -537, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126924, 37, 4078, -532, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126959, 21, 4067, -547, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
126994, 23, 4082, -545, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127029, 36, 4068, -534, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127064, 23, 4052, -568, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127099, 3, 4045, -558, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127134, 12, 4065, -541, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127170, 13, 4057, -552, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127206, -6, 4061, -559, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127242, -7, 4048, -560, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127279, 12, 4042, -537, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127315, -4, 4072, -540, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127351, -43, 4082, -554, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127387, -3, 4048, -550, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127424, -17, 4049, -557, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127460, -10, 4059, -575, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127496, -1, 4040, -563, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127533, 3, 4069, -571, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127573, 6, 4023, -556, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127613, -13, 4056, -556, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127654, -4, 4044, -599, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127694, -19, 4113, -536, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127735, -33, 4046, -584, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127775, -6, 4030, -584, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127815, 11, 4066, -541, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127856, -4, 4082, -592, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127896, -6, 4072, -577, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127937, -19, 4038, -588, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
127972, -1, 4058, -565, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128007, 1, 4091, -609, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128042, 0, 4071, -593, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128078, -9, 4045, -601, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128113, 1, 4013, -604, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128148, 5, 4062, -595, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128183, -6, 4063, -591, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128219, -15, 4074, -604, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128254, -7, 4067, -599, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128289, -15, 4054, -603, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128325, -9, 4089, -570, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128365, -12, 4082, -599, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128406, -9, 4036, -590, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128447, 21, 4045, -581, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128488, 11, 4069, -591, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128529, -12, 4075, -587, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128569, 20, 4036, -571, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128610, -8, 4037, -598, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128651, -22, 4070, -593, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128692, 5, 4056, -578, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128733, 1, 4047, -584, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128780, -18, 4086, -602, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128827, -10, 4044, -592, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128874, 1, 4028, -562, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128922, -4, 4076, -601, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
128969, 15, 4054, -562, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129016, 18, 4085, -573, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129064, 20, 4048, -561, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129111, -15, 4047, -595, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129158, 18, 4079, -579, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129206, -6, 4030, -583, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129235, 26, 4059, -577, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129265, 9, 4069, -592, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129295, -3, 4034, -578, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129324, 3, 4117, -583, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129354, -23, 4044, -587, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129384, 8, 4039, -594, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129414, -5, 4080, -576, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129443, 10, 4073, -561, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129473, 22, 4053, -571, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129503, 18, 4047, -563, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129533, -3, 4073, -579, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129571, 8, 4044, -603, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129609, 27, 4055, -578, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129647, 11, 4036, -582, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129686, 25, 4047, -591, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129724, 10, 4087, -585, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129762, 9, 4074, -591, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129801, -19, 4022, -582, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129839, -7, 4032, -581, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129877, 14, 4126, -547, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129916, 15, 4066, -573, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
129958, 19, 4054, -591, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130000, 26, 4044, -576, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130043, 29, 4063, -568, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130085, 37, 4083, -582, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130128, 32, 4051, -599, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130170, 29, 4039, -588, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130213, 24, 4052, -593, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130255, 26, 4066, -592, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130298, 10, 4049, -603, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130340, -9, 4069, -606, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130383, -11, 4032, -600, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130418, 32, 4064, -575, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130453, 0, 4050, -605, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130488, 2, 4055, -581, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130523, 8, 4051, -583, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130558, 23, 4059, -568, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130593, 46, 4071, -614, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130628, 11, 4056, -614, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130663, 23, 4049, -616, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130698, 11, 4044, -622, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130734, 22, 4078, -611, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130775, -10, 4063, -604, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130817, -10, 4057, -610, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130858, -8, 4026, -624, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130900, 29, 4040, -612, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130942, 25, 4091, -596, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
130983, -14, 4052, -624, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131025, 2, 4055, -601, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131066, 24, 4054, -608, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131108, 19, 4059, -611, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131150, 8, 4054, -620, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131185, 39, 4043, -620, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131220, 44, 4063, -597, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131255, 20, 4066, -607, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131291, 28, 4052, -619, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131326, 22, 4072, -607, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131361, 37, 4047, -606, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131396, 37, 4048, -617, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131432, 59, 4051, -602, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131467, 48, 4052, -625, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131502, 40, 4061, -626, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131538, 54, 4038, -596, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131577, 60, 4046, -592, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131617, 62, 4073, -639, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131657, 43, 4045, -593, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131696, 37, 4061, -615, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131736, 47, 4049, -625, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131776, 47, 4036, -610, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131815, 57, 4063, -608, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131855, 29, 4047, -608, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131895, 44, 4056, -597, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131935, 22, 4047, -620, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
131971, 68, 4052, -590, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132007, 57, 4062, -620, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132043, 27, 4068, -624, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132079, 71, 4064, -569, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132115, 61, 4059, -588, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132152, 28, 4082, -621, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132188, 59, 4058, -627, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132224, 28, 4043, -634, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132260, 37, 4045, -614, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132296, 35, 4091, -594, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132333, 10, 4079, -607, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132373, 13, 4065, -621, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132413, 38, 4046, -609, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132453, -7, 4055, -608, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132493, -6, 4055, -630, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132534, 35, 4051, -601, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132574, 31, 4076, -632, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132614, 2, 4060, -636, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132654, -1, 4051, -604, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132694, 12, 4049, -633, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132735, 19, 4080, -638, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132775, 42, 4054, -652, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132816, 38, 4054, -645, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132856, 30, 4027, -637, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132897, -5, 4039, -630, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132938, 7, 4022, -632, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
132978, -9, 4012, -646, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133019, -2, 4063, -724, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133059, 1, 4079, -714, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133100, -1, 4027, -682, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133141, 30, 4016, -637, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133176, -5, 4052, -703, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133212, 4, 4030, -680, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133247, 8, 4042, -645, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133283, -2, 4047, -669, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133319, 20, 4056, -692, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133354, 4, 4018, -652, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133390, 19, 4045, -671, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133426, 41, 4073, -707, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133461, 8, 4051, -708, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133497, 27, 4058, -695, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133533, 20, 4015, -713, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133577, 17, 4050, -676, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133622, -5, 4046, -661, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133667, 7, 4044, -677, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133712, 22, 4044, -678, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
