308502, -511, 4098, -627, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
317913, -676, 3989, -721, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
317955, -664, 3986, -691, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
317997, -665, 3991, -701, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318039, -674, 4023, -703, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318074, -697, 3960, -704, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318109, -648, 3981, -707, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318144, -669, 3994, -700, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318179, -651, 3982, -711, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318214, -659, 4003, -673, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318249, -661, 3986, -738, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318284, -663, 3972, -682, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318319, -670, 3996, -672, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318354, -668, 4004, -677, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318389, -691, 3972, -669, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318425, -684, 3980, -683, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318464, -682, 3952, -660, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318503, -670, 3981, -693, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318543, -665, 3947, -669, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318582, -691, 3937, -660, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318622, -665, 3973, -707, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318661, -650, 3984, -714, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318700, -679, 4024, -750, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318740, -679, 4007, -671, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318779, -680, 4005, -650, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318819, -674, 4019, -711, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318861, -669, 3995, -658, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318903, -650, 3951, -713, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318945, -680, 3978, -688, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
318987, -654, 3954, -714, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319029, -680, 3970, -679, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319071, -683, 3979, -711, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319113, -698, 3993, -685, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319155, -685, 3991, -688, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319197, -658, 3968, -743, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319239, -703, 3987, -664, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319273, -700, 3982, -713, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319307, -672, 3991, -646, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319341, -676, 3965, -702, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319375, -674, 3968, -703, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319409, -670, 3955, -686, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319444, -689, 4031, -691, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319478, -692, 3965, -678, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319512, -653, 4008, -643, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319546, -686, 4006, -663, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319580, -677, 4002, -680, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319615, -652, 3960, -683, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319658, -673, 3975, -701, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319701, -681, 3994, -669, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319744, -672, 3986, -707, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319788, -687, 3995, -648, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319831, -674, 4003, -697, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319874, -722, 4012, -625, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319918, -699, 4010, -716, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
319961, -666, 3932, -690, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320004, -667, 3970, -670, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320048, -666, 4021, -748, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320084, -640, 3977, -643, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320121, -661, 4054, -684, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320157, -683, 4010, -701, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320194, -663, 3991, -660, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320231, -664, 3985, -698, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320267, -685, 3987, -707, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320304, -684, 3967, -675, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320340, -693, 3947, -671, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320377, -735, 3876, -682, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320414, -675, 4007, -725, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320450, -705, 3933, -591, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320487, -674, 4037, -710, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320523, -690, 3975, -679, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320560, -656, 4010, -640, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320596, -661, 4019, -717, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320633, -685, 3957, -629, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320669, -674, 3983, -664, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320706, -647, 3969, -635, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320742, -650, 3993, -666, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320779, -642, 4055, -614, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320816, -653, 4001, -643, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320858, -656, 3959, -653, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320900, -649, 3963, -650, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320942, -656, 3989, -652, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
320984, -617, 3970, -709, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321026, -653, 3994, -623, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321068, -640, 3990, -696, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321110, -667, 3988, -667, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321152, -669, 4039, -638, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321194, -630, 4008, -709, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321236, -649, 3970, -638, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321270, -671, 3979, -684, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321305, -689, 3981, -660, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321340, -649, 3982, -708, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321374, -663, 3960, -690, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321409, -687, 3987, -706, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321444, -688, 3984, -689, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321479, -652, 3978, -701, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321513, -662, 4010, -696, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321548, -638, 3977, -715, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321583, -658, 4011, -680, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321618, -678, 4022, -738, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321664, -676, 3943, -702, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321710, -666, 4015, -703, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321757, -668, 3996, -731, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321803, -671, 3955, -695, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321850, -675, 3989, -714, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321896, -666, 3974, -725, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321942, -693, 3962, -692, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
321989, -690, 3998, -717, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322035, -660, 3961, -696, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322082, -686, 3978, -711, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322116, -665, 3945, -727, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322150, -667, 3991, -714, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322184, -693, 4007, -716, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322218, -638, 3981, -712, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322252, -654, 3942, -716, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322286, -693, 3982, -738, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322320, -679, 3972, -705, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322354, -680, 4001, -694, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322388, -659, 4001, -726, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322423, -667, 3966, -672, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322460, -670, 4008, -713, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322497, -673, 3968, -721, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322534, -673, 3950, -716, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322571, -688, 3943, -685, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322608, -677, 4021, -716, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322645, -681, 3965, -700, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322682, -695, 3967, -706, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322719, -680, 3965, -697, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322756, -682, 4002, -710, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322793, -656, 3979, -739, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322830, -659, 3949, -674, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322873, -686, 3989, -748, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322916, -698, 3971, -701, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
322960, -673, 4001, -721, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323003, -672, 4001, -725, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323047, -687, 3946, -690, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323090, -682, 4019, -706, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323133, -683, 3987, -721, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323177, -678, 3971, -721, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323220, -678, 3972, -712, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323264, -682, 3981, -703, 82, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323296, -701, 3970, -708, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323328, -692, 3987, -699, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323361, -670, 3945, -731, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323393, -672, 3974, -695, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323425, -691, 4027, -730, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323458, -676, 3995, -684, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323490, -654, 3984, -733, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323522, -704, 3957, -720, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323555, -699, 3974, -714, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323587, -669, 4009, -725, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323620, -672, 3994, -708, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323661, -680, 3944, -697, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323702, -683, 3983, -715, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323743, -667, 3970, -727, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323784, -695, 3967, -679, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323825, -690, 3989, -687, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323866, -700, 3963, -716, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323907, -695, 3985, -711, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323948, -681, 3971, -704, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
323989, -694, 3989, -725, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324031, -704, 4004, -696, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324069, -705, 4023, -738, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324107, -695, 3970, -670, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324146, -662, 3958, -738, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324184, -686, 3949, -742, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324223, -719, 3979, -699, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324261, -688, 4006, -711, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324299, -667, 3967, -684, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324338, -675, 3974, -728, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324376, -689, 3941, -719, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324415, -688, 3987, -692, 81, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324452, -717, 4036, -730, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324489, -713, 3991, -669, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324526, -688, 3970, -723, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324563, -695, 3946, -720, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324600, -679, 3939, -743, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324637, -700, 3987, -700, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324674, -706, 4021, -764, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324711, -695, 3994, -692, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324748, -656, 3951, -716, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324785, -676, 3979, -744, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324822, -716, 3985, -699, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324863, -693, 3998, -740, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324905, -676, 3967, -725, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324947, -661, 3936, -699, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
324988, -706, 4009, -712, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325030, -701, 4000, -703, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325072, -699, 3983, -704, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325113, -682, 3980, -714, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325155, -660, 3951, -714, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325197, -689, 3976, -704, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325239, -702, 3982, -717, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325273, -661, 3973, -715, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325307, -703, 3980, -735, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325341, -692, 3966, -700, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325375, -691, 3962, -740, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325409, -704, 3984, -725, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325444, -695, 3958, -717, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325478, -707, 3989, -710, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325512, -673, 3995, -760, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325546, -664, 3919, -702, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325580, -713, 4007, -768, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325615, -689, 3995, -739, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325655, -682, 3981, -739, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325695, -673, 4004, -731, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325736, -658, 3973, -762, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325776, -704, 3953, -731, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325817, -703, 3918, -779, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325857, -698, 3978, -768, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325897, -698, 3957, -765, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325938, -670, 3974, -784, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
325978, -667, 3955, -755, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
326019, -679, 3952, -808, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
326059, -665, 3974, -781, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
326100, -680, 3960, -797, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
326140, -672, 3965, -808, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
326181, -675, 3935, -774, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
326222, -692, 3977, -766, 80, 8a0dab25-1543-4736-8d42-4933539e7d78, , berdiri, bersedekap, , 
