65065, 600, 3901, 509, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
73832, 689, 4017, 673, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
73869, 710, 3996, 673, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
73906, 667, 4003, 665, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
73944, 664, 3997, 654, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
73981, 692, 3976, 672, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74019, 652, 4012, 656, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74060, 654, 4029, 616, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74102, 650, 4026, 648, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74144, 654, 4002, 675, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74186, 667, 4022, 683, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74228, 632, 4005, 648, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74269, 669, 4053, 654, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74311, 666, 4009, 694, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74353, 683, 3986, 673, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74395, 662, 4008, 683, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74437, 684, 4000, 674, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74471, 666, 3974, 676, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74505, 675, 3962, 694, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74539, 664, 4026, 651, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74573, 664, 4013, 657, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74607, 653, 4012, 655, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74641, 640, 4006, 676, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74675, 645, 3978, 722, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74709, 672, 3970, 720, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74743, 648, 4034, 665, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74777, 662, 4004, 659, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74811, 660, 4019, 665, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74857, 657, 3988, 668, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74903, 625, 3954, 707, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74949, 620, 3958, 634, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
74996, 672, 3986, 714, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75042, 699, 4042, 705, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75088, 663, 4033, 668, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75135, 646, 4006, 656, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75181, 646, 4017, 686, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75227, 632, 4051, 609, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75274, 667, 4028, 620, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75308, 681, 3996, 632, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75343, 661, 4022, 618, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75378, 659, 4017, 596, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75413, 647, 4036, 576, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75448, 626, 4047, 552, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75483, 623, 4013, 603, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75518, 660, 3978, 668, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75553, 668, 4020, 596, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75588, 669, 4028, 631, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75623, 657, 4006, 640, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75659, 626, 4012, 611, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75696, 641, 4017, 608, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75732, 672, 4012, 570, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75769, 644, 4039, 583, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75806, 654, 4005, 650, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75842, 655, 3990, 628, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75879, 649, 4006, 581, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75916, 676, 4022, 608, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75952, 652, 4020, 591, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
75989, 634, 4033, 609, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76026, 663, 3978, 609, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76067, 651, 4021, 598, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76108, 669, 4033, 576, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76149, 646, 4037, 586, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76190, 652, 4008, 567, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76231, 663, 4035, 590, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76272, 641, 3999, 579, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76313, 643, 4018, 561, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76354, 672, 3995, 605, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76395, 680, 4019, 615, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76436, 679, 4025, 601, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76474, 653, 4017, 563, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76513, 661, 4058, 565, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76551, 668, 4036, 610, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76590, 659, 4002, 577, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76628, 663, 4035, 577, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76667, 656, 4002, 591, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76705, 673, 4019, 592, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76744, 662, 4021, 586, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76782, 645, 4018, 597, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76821, 644, 4004, 620, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76858, 642, 4033, 567, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76895, 672, 4042, 580, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76932, 673, 4018, 622, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
76969, 687, 3998, 616, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77006, 668, 4034, 576, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77044, 690, 4021, 592, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77081, 674, 4021, 607, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77118, 657, 4022, 607, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77155, 658, 4001, 583, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77192, 643, 4033, 567, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77230, 625, 4037, 580, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77269, 656, 4005, 592, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77308, 681, 4006, 626, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77347, 650, 4017, 612, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77386, 675, 4023, 593, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77425, 672, 4024, 610, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77464, 645, 4054, 536, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77503, 658, 4040, 595, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77542, 665, 4000, 632, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77581, 650, 4010, 598, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77620, 658, 4040, 565, 93, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77656, 687, 4021, 586, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77692, 682, 4003, 593, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77729, 655, 4003, 612, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77765, 653, 4025, 599, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77802, 664, 4035, 582, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77838, 641, 4001, 584, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77875, 650, 4033, 570, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77911, 671, 4029, 588, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77948, 664, 4033, 573, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
77984, 626, 4053, 544, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78021, 642, 3986, 576, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78061, 652, 4001, 563, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78101, 657, 4036, 570, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78141, 661, 4035, 552, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78181, 618, 4030, 575, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78222, 645, 4004, 563, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78262, 649, 4018, 556, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78302, 649, 4052, 533, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78342, 665, 4051, 543, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78382, 661, 4019, 568, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78423, 650, 4009, 576, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78462, 661, 4021, 549, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78501, 623, 4026, 535, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78541, 670, 4020, 581, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78580, 652, 4036, 548, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78620, 655, 4045, 552, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78659, 640, 4019, 570, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78698, 643, 4045, 532, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78738, 651, 4019, 542, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78777, 628, 3995, 559, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78817, 644, 4031, 594, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78855, 637, 4056, 564, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78893, 680, 4005, 581, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78932, 662, 4028, 588, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
78970, 631, 4031, 553, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79009, 650, 4043, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79047, 658, 4038, 562, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79086, 650, 4037, 565, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79124, 654, 3993, 581, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79163, 645, 4030, 591, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79201, 644, 4050, 576, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79240, 685, 4002, 604, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79276, 653, 4020, 576, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79313, 627, 4029, 557, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79350, 648, 4016, 586, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79387, 658, 4043, 564, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79424, 644, 4016, 573, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79460, 666, 4013, 589, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79497, 650, 4026, 553, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79534, 633, 4051, 544, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79571, 638, 3990, 578, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79608, 670, 3998, 598, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79645, 668, 4037, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79682, 647, 4024, 533, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79720, 666, 4024, 554, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79757, 665, 4048, 565, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79794, 638, 4030, 548, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79832, 643, 3986, 581, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79869, 638, 4013, 582, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79906, 646, 4036, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79944, 652, 4002, 572, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
79981, 644, 4027, 565, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80019, 663, 4006, 588, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80060, 634, 4042, 569, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80102, 661, 4035, 546, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80144, 644, 4034, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80185, 641, 4025, 552, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80227, 622, 3989, 573, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80269, 645, 4005, 585, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80310, 643, 4052, 555, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80352, 668, 4002, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80394, 638, 4019, 543, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80436, 670, 4056, 548, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80474, 623, 4010, 575, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80513, 640, 4016, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80552, 664, 4016, 562, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80591, 648, 4028, 561, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80630, 650, 4038, 559, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80668, 652, 4038, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80707, 643, 3997, 596, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80746, 637, 4020, 572, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80785, 647, 4028, 570, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80824, 673, 4032, 548, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80861, 639, 4020, 565, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80898, 648, 3999, 567, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80936, 673, 4034, 539, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
80973, 649, 4056, 543, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81011, 681, 4018, 555, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81048, 679, 4012, 576, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81086, 656, 4042, 577, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81123, 634, 4007, 558, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81161, 672, 4026, 571, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81198, 656, 4029, 548, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81236, 662, 4030, 569, 91, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81279, 651, 3993, 550, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81322, 635, 3999, 567, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81366, 664, 4020, 576, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81409, 661, 4031, 563, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81453, 665, 4039, 581, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81496, 643, 4012, 600, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81539, 641, 4005, 586, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81583, 643, 4036, 543, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81626, 660, 4029, 567, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81670, 663, 4013, 586, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81704, 655, 3977, 572, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81739, 630, 4005, 540, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81774, 677, 3967, 568, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81809, 676, 4037, 594, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81844, 664, 4072, 545, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81879, 681, 4066, 623, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81914, 645, 4039, 617, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81949, 673, 3972, 608, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
81984, 670, 4028, 549, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82019, 648, 4056, 522, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82054, 623, 4074, 485, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82091, 643, 4058, 538, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82128, 634, 4003, 545, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82166, 610, 4013, 515, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82203, 599, 4096, 474, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82241, 627, 4052, 502, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82278, 633, 4029, 536, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82315, 623, 4022, 538, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82353, 612, 4010, 536, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82390, 622, 4042, 506, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82428, 624, 4056, 482, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82467, 633, 4030, 520, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82506, 640, 4020, 541, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82545, 630, 4030, 515, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
82584, 469, 4084, 573, 92, 75a1ac99-12ec-4cdd-b151-d7ae9b79d226, , berdiri, bersedekap, , 
