69222, -1117, 3359, -1548, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78119, -945, 3442, -1831, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78154, -871, 3561, -1914, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78190, -931, 3518, -1830, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78225, -928, 3480, -1855, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78261, -947, 3556, -1805, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78296, -953, 3568, -1883, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78332, -933, 3486, -1820, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78367, -916, 3587, -1853, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78403, -944, 3495, -1854, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78438, -918, 3576, -1874, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78474, -926, 3590, -1879, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78515, -895, 3489, -1860, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78556, -889, 3517, -1880, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78597, -921, 3599, -1893, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78638, -892, 3551, -1890, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78679, -923, 3552, -1860, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78720, -887, 3551, -1896, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78761, -885, 3517, -1862, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78802, -877, 3532, -1891, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78843, -911, 3523, -1861, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78885, -882, 3517, -1926, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78924, -870, 3531, -1893, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
78964, -902, 3525, -1877, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79004, -875, 3487, -1904, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79044, -844, 3546, -1958, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79084, -851, 3493, -1928, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79123, -877, 3508, -1886, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79163, -868, 3566, -1926, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79203, -893, 3591, -1879, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79243, -854, 3448, -1894, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79283, -880, 3462, -1913, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79322, -893, 3511, -1883, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79362, -912, 3566, -1919, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79401, -892, 3564, -1909, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79441, -859, 3419, -1852, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79480, -885, 3550, -1889, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79520, -885, 3510, -1906, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79559, -885, 3552, -1887, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79599, -884, 3526, -1891, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79638, -874, 3502, -1911, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79678, -888, 3542, -1886, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79718, -872, 3495, -1903, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79756, -841, 3536, -1938, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79794, -862, 3506, -1877, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79832, -842, 3477, -1967, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79870, -895, 3523, -1838, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79908, -853, 3533, -1912, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79946, -888, 3492, -1915, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
79984, -858, 3509, -1912, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80022, -868, 3549, -1915, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80060, -851, 3546, -1887, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80099, -855, 3504, -1885, 75, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80134, -877, 3563, -1932, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80169, -844, 3522, -1907, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80204, -872, 3492, -1915, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80239, -853, 3500, -1901, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80274, -852, 3519, -1909, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80309, -829, 3505, -1911, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80344, -865, 3546, -1912, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80379, -822, 3518, -1966, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80414, -809, 3489, -1869, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80449, -840, 3532, -1943, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80484, -862, 3596, -1896, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80523, -853, 3499, -1863, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80562, -855, 3492, -1905, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80601, -862, 3530, -1921, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80640, -867, 3560, -1944, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80679, -865, 3586, -1956, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80718, -846, 3486, -1895, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80757, -885, 3536, -1923, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80796, -848, 3502, -1917, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80835, -851, 3510, -1902, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80875, -819, 3540, -1909, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80918, -865, 3485, -1913, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
80961, -888, 3528, -1912, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81004, -902, 3519, -1894, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81047, -909, 3532, -1882, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81090, -881, 3514, -1861, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81133, -883, 3544, -1890, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81176, -840, 3465, -1902, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81219, -826, 3524, -1897, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81262, -850, 3455, -1927, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81305, -840, 3467, -1907, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81339, -870, 3493, -1907, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81374, -888, 3455, -1908, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81409, -870, 3518, -1887, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81444, -861, 3514, -1910, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81479, -870, 3537, -1928, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81514, -843, 3489, -1911, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81549, -835, 3514, -1918, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81584, -847, 3526, -1910, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81619, -872, 3519, -1919, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81654, -864, 3508, -1929, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81689, -799, 3501, -1965, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81729, -869, 3511, -1869, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81769, -850, 3506, -1969, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81809, -845, 3509, -1880, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81849, -838, 3587, -1944, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81889, -852, 3479, -1912, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81929, -844, 3522, -1936, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
81969, -858, 3605, -1942, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82009, -844, 3548, -1901, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82049, -856, 3483, -1912, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82089, -889, 3465, -1879, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82133, -857, 3497, -1881, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82178, -872, 3478, -1892, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82222, -826, 3512, -1915, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82267, -890, 3509, -1902, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82311, -861, 3596, -1903, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82356, -889, 3634, -1923, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82400, -882, 3557, -1876, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82445, -845, 3514, -1881, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82489, -842, 3589, -1874, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82534, -817, 3480, -1860, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82579, -880, 3587, -1884, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82609, -872, 3457, -1901, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82640, -870, 3499, -1871, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82670, -888, 3544, -1900, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82701, -860, 3477, -1933, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82731, -846, 3459, -1866, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82762, -841, 3513, -1896, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82792, -864, 3482, -1882, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82823, -858, 3545, -1933, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82853, -895, 3525, -1887, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82884, -853, 3573, -1943, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82925, -857, 3490, -1914, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
82967, -887, 3482, -1876, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83009, -888, 3522, -1919, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83051, -838, 3476, -1939, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83093, -901, 3552, -1833, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83135, -848, 3466, -1957, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83177, -855, 3534, -1864, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83219, -866, 3543, -1916, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83261, -886, 3516, -1887, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83303, -851, 3516, -1884, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83342, -900, 3566, -1918, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83381, -848, 3562, -1913, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83421, -856, 3541, -1882, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83460, -888, 3533, -1880, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83499, -879, 3532, -1874, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83539, -843, 3507, -1890, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83578, -863, 3545, -1876, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83617, -896, 3529, -1850, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83657, -881, 3532, -1869, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83696, -881, 3554, -1843, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83736, -865, 3545, -1872, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83770, -847, 3526, -1885, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83805, -858, 3518, -1890, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83840, -884, 3536, -1861, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83875, -827, 3531, -1913, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83910, -859, 3569, -1835, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83945, -847, 3562, -1893, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
83980, -893, 3508, -1855, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84015, -884, 3546, -1888, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84050, -880, 3544, -1878, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84085, -868, 3572, -1871, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84123, -835, 3515, -1871, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84162, -857, 3533, -1857, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84201, -834, 3541, -1876, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84240, -895, 3548, -1861, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84279, -888, 3556, -1882, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84318, -854, 3536, -1870, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84357, -866, 3539, -1885, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84396, -866, 3528, -1846, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84435, -837, 3551, -1884, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84474, -884, 3568, -1830, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84511, -891, 3597, -1862, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84548, -902, 3605, -1883, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84585, -894, 3575, -1860, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84623, -819, 3453, -1902, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84660, -869, 3538, -1821, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84697, -833, 3496, -1895, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84734, -801, 3436, -1823, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84772, -831, 3451, -1873, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84809, -823, 3515, -1869, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84846, -815, 3493, -1861, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84884, -859, 3615, -1850, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84925, -852, 3556, -1880, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
84967, -838, 3555, -1840, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85009, -866, 3549, -1887, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85051, -861, 3538, -1847, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85093, -882, 3497, -1813, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85134, -819, 3532, -1854, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85176, -845, 3522, -1864, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85218, -839, 3557, -1851, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85260, -855, 3564, -1838, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85302, -847, 3495, -1864, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85342, -856, 3605, -1845, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85382, -811, 3562, -1900, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85422, -843, 3492, -1812, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85462, -819, 3563, -1906, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85502, -868, 3573, -1865, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85543, -840, 3583, -1855, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85583, -817, 3531, -1886, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85623, -865, 3516, -1830, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85663, -843, 3517, -1873, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85703, -874, 3526, -1847, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85744, -859, 3562, -1836, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85777, -848, 3548, -1851, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85811, -871, 3592, -1839, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85845, -854, 3559, -1845, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85879, -854, 3576, -1848, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85913, -866, 3545, -1852, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85947, -851, 3550, -1880, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
85981, -870, 3492, -1831, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
86015, -842, 3526, -1894, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
86049, -896, 3567, -1823, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
86083, -870, 3526, -1919, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
86122, -905, 3567, -1774, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
86162, -842, 3564, -1905, 74, 0f58fcf9-3b62-4981-be14-6017875b0920, , berdiri, bersedekap, , 
