14652, -1102, 3827, -1022, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
22646, -1171, 3723, -903, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22686, -1170, 3795, -839, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22727, -1116, 3813, -1000, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22767, -1124, 3750, -899, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22808, -1091, 3804, -898, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22849, -1123, 3854, -993, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22889, -1127, 3848, -939, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22930, -1129, 3827, -906, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
22970, -1158, 3844, -934, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23011, -1100, 3819, -931, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23052, -1100, 3848, -967, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23092, -1103, 3794, -967, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23132, -1097, 3768, -1015, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23173, -1141, 3884, -908, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23213, -1088, 3833, -1059, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23254, -1098, 3810, -924, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23294, -1118, 3781, -990, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23334, -1107, 3832, -1005, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23375, -1128, 3839, -976, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23415, -1111, 3853, -995, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23456, -1107, 3784, -991, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23494, -1092, 3838, -1015, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23532, -1102, 3771, -980, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23570, -1095, 3810, -1015, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23608, -1117, 3860, -1002, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23646, -1130, 3785, -995, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23684, -1118, 3815, -994, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23722, -1059, 3831, -1081, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23760, -1099, 3822, -971, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23798, -1122, 3839, -1034, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23836, -1103, 3792, -1029, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23875, -1092, 3798, -1000, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23916, -1118, 3807, -1042, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23957, -1101, 3810, -1006, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
23998, -1096, 3782, -1015, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24039, -1086, 3794, -1032, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24081, -1087, 3850, -1023, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24122, -1089, 3814, -1063, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24163, -1103, 3824, -1006, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24204, -1083, 3820, -1086, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24245, -1094, 3774, -1031, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24287, -1087, 3796, -1018, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24322, -1086, 3834, -1119, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24357, -1080, 3692, -1070, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24393, -1089, 3786, -1064, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24428, -1046, 3831, -1122, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24463, -1082, 3824, -1070, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24499, -1073, 3867, -1094, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24534, -1078, 3837, -1076, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24569, -1044, 3807, -1068, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24605, -1025, 3786, -1056, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24640, -1047, 3818, -1036, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24676, -1091, 3784, -1055, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24720, -1127, 3832, -998, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24765, -1061, 3811, -1014, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24810, -1053, 3833, -1054, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24855, -1054, 3778, -999, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24900, -1064, 3790, -1052, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
24945, -1051, 3836, -1044, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
24990, -1040, 3847, -980, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25035, -1085, 3848, -989, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25080, -1074, 3873, -964, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25125, -1068, 3775, -994, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25157, -1083, 3878, -998, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25190, -1163, 3892, -830, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25223, -1189, 3853, -894, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25256, -1053, 3719, -833, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25289, -899, 3718, -973, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25321, -982, 3718, -813, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25354, -985, 3711, -806, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25387, -1102, 3894, -699, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25420, -1046, 3761, -813, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25453, -1102, 3928, -795, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25489, -1120, 3946, -871, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25526, -1166, 3864, -869, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25562, -1182, 3775, -861, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25599, -1185, 3792, -859, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25636, -1234, 3804, -869, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25672, -1235, 3860, -874, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25709, -1179, 3894, -944, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25746, -1173, 3829, -824, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25782, -1173, 3899, -925, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25819, -1177, 3880, -895, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25856, -1148, 3826, -838, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25899, -1154, 3846, -927, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25942, -1138, 3831, -870, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
25985, -1151, 3805, -906, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26029, -1183, 3809, -929, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26072, -1182, 3820, -923, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26115, -1266, 3801, -944, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26159, -1193, 3765, -996, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26202, -1191, 3854, -887, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26245, -1107, 3880, -1008, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26289, -1146, 3814, -905, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26323, -1170, 3844, -988, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26358, -1192, 3835, -959, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26393, -1127, 3806, -959, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26428, -1139, 3823, -964, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26463, -1125, 3772, -967, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26497, -1118, 3768, -970, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26532, -1149, 3835, -965, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26567, -1174, 3886, -950, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26602, -1146, 3823, -972, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26637, -1090, 3774, -1026, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26672, -1152, 3829, -895, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26711, -1100, 3801, -977, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26751, -1147, 3837, -954, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26791, -1105, 3787, -997, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26831, -1139, 3812, -952, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26871, -1097, 3834, -1005, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26911, -1093, 3808, -945, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26951, -1107, 3821, -962, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
26991, -1118, 3823, -966, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27031, -1093, 3807, -959, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27071, -1079, 3826, -1007, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27108, -1094, 3796, -916, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27145, -1098, 3817, -1014, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27183, -1146, 3818, -896, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27220, -1088, 3827, -978, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27258, -1062, 3865, -1021, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27295, -1133, 3801, -987, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27332, -1100, 3850, -972, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27370, -1109, 3847, -1020, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27407, -1116, 3811, -984, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27445, -1103, 3815, -992, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27488, -1107, 3830, -986, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27531, -1077, 3858, -1003, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27574, -1070, 3796, -1004, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27617, -1063, 3800, -1032, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27660, -1042, 3762, -1033, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27703, -1153, 3842, -956, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27746, -1102, 3851, -1046, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27789, -1133, 3841, -964, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27832, -1105, 3757, -1039, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27875, -1106, 3830, -971, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27918, -1116, 3882, -973, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27955, -1127, 3866, -983, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
27992, -1106, 3890, -963, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28029, -1061, 3766, -964, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28066, -1103, 3809, -850, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28104, -1126, 3900, -927, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28141, -1116, 3958, -886, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28178, -1119, 3838, -949, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28215, -1074, 3784, -844, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28252, -1040, 3740, -837, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28290, -1021, 3698, -922, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28327, -932, 3691, -935, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28365, -984, 3709, -881, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28403, -1055, 3678, -849, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28441, -1065, 3857, -860, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28479, -1100, 3909, -961, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28517, -1072, 4040, -1056, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28555, -1100, 3911, -1003, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28593, -1072, 3857, -1010, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28631, -1073, 3820, -961, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28669, -1042, 3812, -1023, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28703, -1062, 3886, -1081, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, berdiri_tidak_stabil, 
28738, -1055, 3841, -968, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
28773, -1076, 3770, -977, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
28807, -1073, 3815, -1039, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
28842, -1078, 3838, -1017, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
28877, -1074, 3859, -1045, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
28912, -1071, 3831, -1024, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
28946, -1073, 3820, -1016, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
28981, -1068, 3842, -1009, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29016, -1022, 3797, -1044, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29051, -1050, 3804, -1003, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29091, -1073, 3818, -980, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29131, -1088, 3863, -1099, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29171, -1128, 3824, -954, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29212, -1073, 3763, -993, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29252, -1108, 3838, -1060, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29292, -1091, 3809, -1047, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29333, -1086, 3817, -1010, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29373, -1070, 3839, -1078, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29413, -1085, 3790, -1007, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29454, -1033, 3783, -1065, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29489, -1073, 3822, -1014, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29525, -1071, 3807, -1056, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29560, -1051, 3850, -1045, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29596, -1078, 3794, -1027, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29631, -1099, 3767, -1001, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29667, -1057, 3798, -1067, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29702, -1012, 3823, -1073, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29738, -1037, 3785, -1016, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29773, -1019, 3848, -1082, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29809, -1031, 3805, -1030, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29845, -1010, 3834, -1064, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29889, -1025, 3814, -1055, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29933, -1031, 3824, -1026, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
29977, -1061, 3835, -1052, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30021, -1036, 3828, -1026, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30066, -1048, 3800, -1033, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30110, -1022, 3828, -1041, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30154, -1033, 3839, -1043, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30198, -1045, 3849, -1010, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30242, -1038, 3829, -1060, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30287, -999, 3788, -1017, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30325, -1032, 3808, -999, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30364, -1016, 3866, -1076, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30403, -1037, 3785, -1041, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30442, -1012, 3833, -1036, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
